Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden,Processed
ADY ASADICT,EMSTACC,,,,Accapella,2025,FOB,2025-10-17,https://www.youtube.com/watch?v=P4rUdIq44Go,806,P4rUdIq44Go,RAP BATTLE,
Mordrake,Despo,,,,On Beat,2025,DLTLLY,2025-10-16,https://www.youtube.com/watch?v=SsMrGSWEH3k,3928,SsMrGSWEH3k,  Taped!,
Ano-Nym,Vyrus,,,,On Beat,2025,DLTLLY,2025-10-12,https://www.youtube.com/watch?v=-z0hxHuJbOc,32467,-z0hxHuJbOc,TITLE CONTENDERMATCH 12th Bday,
Ano-Nym,Vyrus,,,,Accapella,2025,DLTLLY,2025-10-12,https://www.youtube.com/watch?v=9TFVhqPyL68,8364,9TFVhqPyL68,INTERVIEW 12th Bday,
FYNN,DYAS,,,,Accapella,2025,FOB,2025-10-10,https://www.youtube.com/watch?v=N7Esy4XcFy0,2642,N7Esy4XcFy0,RAP BATTLE,
MAC,FÄNNO,,,,Accapella,2025,FOB,2025-10-05,https://www.youtube.com/watch?v=wJEEjaUDmU0,2238,wJEEjaUDmU0,RAP BATTLE,
Dizaster,Gemin1,,,,Accapella,2025,DLTLLY,2025-10-05,https://www.youtube.com/watch?v=ENLOY68s_Uc,25983,ENLOY68s_Uc,  Berlin,
Dizaster,Gemin1,,,,Accapella,2025,DLTLLY,2025-10-05,https://www.youtube.com/watch?v=rg4vAZ-6uzs,3809,rg4vAZ-6uzs,INTERVIEW  Berlin 12th Birthday Event,
BAULT,SA7VA,,,,Accapella,2025,FOB,2025-10-03,https://www.youtube.com/watch?v=4986AsKH2yY,3113,4986AsKH2yY,RAP BATTLE,
BlaDesa,Calli,,,,Accapella,2025,DLTLLY,2025-09-30,https://www.youtube.com/watch?v=oWDx4eWUlvI,1691,oWDx4eWUlvI,INTERVIEW Tapefabrik,
BlaDesa,Calli,,,,Accapella,2025,DLTLLY,2025-09-30,https://www.youtube.com/watch?v=rUTpW0OuRUQ,11737,rUTpW0OuRUQ,  Tapefabrik,
Kato & Ryko J,CashisClay & 4Tune,,,,Accapella,2025,DLTLLY,2025-09-28,https://www.youtube.com/watch?v=rRlHL7A6GsY,15668,rRlHL7A6GsY,  Splash 2025!,
TOBO,JAVAS,,,,Accapella,2025,FOB,2025-09-26,https://www.youtube.com/watch?v=aS2dhmR_Q9U,2925,aS2dhmR_Q9U,RAP BATTLE,
Lara Soft,Freezy,,,,Accapella,2025,DLTLLY,2025-09-23,https://www.youtube.com/watch?v=_luCDi3t-3w,13634,_luCDi3t-3w,  Taped!,
Fate & Sh@wdy Sh@f,Cashus K & Mazzikaner,,,,Accapella,2025,DLTLLY,2025-09-21,https://www.youtube.com/watch?v=r794ZPxMINc,21536,r794ZPxMINc,  Feel,
TOMMY GUN,T-WAY,,,,Accapella,2025,FOB,2025-09-19,https://www.youtube.com/watch?v=w61w1samU4k,4050,w61w1samU4k,RAP BATTLE,
Jepain,Papa TR,,,,Accapella,2025,DLTLLY,2025-09-14,https://www.youtube.com/watch?v=Q8hyICBnNQI,11397,Q8hyICBnNQI,  Freiburg,
MUSIO,TOLLSCHOCK,,,,Accapella,2025,FOB,2025-09-12,https://www.youtube.com/watch?v=XjPwbYieUQs,7484,XjPwbYieUQs,RAP BATTLE,
RIMA,MANEK,,,,Accapella,2025,FOB,2025-09-07,https://www.youtube.com/watch?v=Wn_Tm08TPlo,3654,Wn_Tm08TPlo,RAP BATTLE,
Capco Jonnes,Riesenlauch,,,,Accapella,2025,DLTLLY,2025-09-07,https://www.youtube.com/watch?v=nKZSBk5adnI,13297,nKZSBk5adnI,  Freiburg,
FAIVEL,YUNA L,,,,Accapella,2025,FOB,2025-09-05,https://www.youtube.com/watch?v=J0nUHgX5410,9144,J0nUHgX5410,RAP BATTLE,
Bdad,Kato,,,,Accapella,2025,DLTLLY,2025-08-31,https://www.youtube.com/watch?v=BaWlVU_CqR0,9042,BaWlVU_CqR0,Interview Event Name oder Stadt,
BAULT,SILVER,,,,Accapella,2025,FOB,2025-08-31,https://www.youtube.com/watch?v=SzXSJYcHl80,3691,SzXSJYcHl80,RAP BATTLE,
Bdad,Kato,,,,Accapella,2025,DLTLLY,2025-08-30,https://www.youtube.com/watch?v=GpW1688ARg0,59278,GpW1688ARg0,  Freiburg,
JIZI,KEULE257,,,,Accapella,2025,FOB,2025-08-29,https://www.youtube.com/watch?v=PlRe0-7MdtE,28860,PlRe0-7MdtE,RAP BATTLE,
BanDan,Aladin,,,,Accapella,2025,DLTLLY,2025-08-28,https://www.youtube.com/watch?v=MmlbdfDGL_M,6671,MmlbdfDGL_M,  Wien,
L-SUPREMA,LYT,,,,Accapella,2025,FOB,2025-08-24,https://www.youtube.com/watch?v=f4lsqfYo37M,3685,f4lsqfYo37M,RAP BATTLE,
Shortworth,Ryko-J,,,,Accapella,2025,DLTLLY,2025-08-24,https://www.youtube.com/watch?v=smdHGVGCCF0,32806,smdHGVGCCF0,  Freiburg,
LIUZ,DESPO,,,,Accapella,2025,FOB,2025-08-22,https://www.youtube.com/watch?v=22XkM2AtGc4,5775,22XkM2AtGc4,RAP BATTLE,
Frax One,Danny Deadweight,,,,Accapella,2025,DLTLLY,2025-08-21,https://www.youtube.com/watch?v=8DkFnov9Fow,5543,8DkFnov9Fow,  Proving Grounds,
Notyzze,Yuah,,,,Accapella,2025,DLTLLY,2025-08-20,https://www.youtube.com/watch?v=rPs1RarY43I,12893,rPs1RarY43I,Freestyle Battle NRWeekend 8,
Duff,MC Geuner,,,,Accapella,2025,DLTLLY,2025-08-19,https://www.youtube.com/watch?v=A8B7NIVqUlg,20488,A8B7NIVqUlg,  Freiburg,
TRIPLE,RALLE,,,,Accapella,2025,FOB,2025-08-17,https://www.youtube.com/watch?v=VlMReN-CMX0,3057,VlMReN-CMX0,RAP BATTLE,
Wolff,Hiding John,,,,Accapella,2025,DLTLLY,2025-08-17,https://www.youtube.com/watch?v=p46mDmjoHfg,62297,p46mDmjoHfg,Title Contender Match Freiburg,
TICC,ROOL,,,,Accapella,2025,FOB,2025-08-15,https://www.youtube.com/watch?v=NyoxA5ATQ3w,4188,NyoxA5ATQ3w,RAP BATTLE,
TRACY,MZUDEMK,,,,Accapella,2025,FOB,2025-08-10,https://www.youtube.com/watch?v=QyQ2poDBDYM,12307,QyQ2poDBDYM,GAME CHANGER VIERTELFINALE,
AMS,JÄL,,,,Accapella,2025,FOB,2025-08-09,https://www.youtube.com/watch?v=eZLTR2OLG7M,9298,eZLTR2OLG7M,GAME CHANGER VIERTELFINALE,
ENYO,DER SANDMANN,,,,Accapella,2025,FOB,2025-08-08,https://www.youtube.com/watch?v=IWWtO2HfY8g,8446,IWWtO2HfY8g,GAME CHANGER VIERTELFINALE,
H1,VON FELIX,,,,Accapella,2025,FOB,2025-08-05,https://www.youtube.com/watch?v=r5JmVhtUvho,11146,r5JmVhtUvho,GAME CHANGER VIERTELFINALE,
