Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden
T-Way,Julo,,,München,Accapella,2023,DLTLLY,2023-08-21,https://www.youtube.com/watch?v=SsiMPL9Pxvc,21513,SsiMPL9Pxvc,München
VYRUS,KOOZY,,,,On Beat,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=alByBsxKWa4,13296,alByBsxKWa4,ON BEAT BATTLE
NASTIC (FINNASTIC),CRIPSTA,,,,On Beat,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=cQD1k_AzQvY,6086,cQD1k_AzQvY,ON BEAT BATTLE
ROLLING G,ATROPATRAP,,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=qMDgBCsXSKk,18121,qMDgBCsXSKk,ACAPELLA BATTLE
NOTYZZE,PATO G (FINALE),,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=P-J6-smmJlE,9254,P-J6-smmJlE,FREESTYLE BATTLE
DER SERGEANT,MUSIO,,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=oxWTBgiZXYo,4310,oxWTBgiZXYo,ACAPELLA BATTLE
REQUIEM,ALADIN,,,,On Beat,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=pu3AO8kGZhI,5583,pu3AO8kGZhI,ON BEAT BATTLE
DAVIE JONES,KIRUMA,,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=153UC-iaZuY,46324,153UC-iaZuY,ACAPELLA BATTLE
TEACH,DJANGO (BATTLE UM PLATZ 3),,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=Gw-PKej8GDs,2612,Gw-PKej8GDs,FREESTYLE BATTLE
FAIVEL,TRIPLE,,,,Accapella,2023,FOB,2023-08-10,https://www.youtube.com/watch?v=ruyoC9eeZe0,4722,ruyoC9eeZe0,MIXED MARTIAL BARS
Joseph Steinschleuder,Shizu,,,München,Accapella,2023,DLTLLY,2023-08-01,https://www.youtube.com/watch?v=Ar11aFXhaH0,32498,Ar11aFXhaH0,München
Kato,Meidi,,,,Accapella,2023,DLTLLY,2023-07-31,https://www.youtube.com/watch?v=5RNjICLfMiU,146445,5RNjICLfMiU,MAYhem #6
MALIK,JEPAIN,,,,Accapella,2023,FOB,2023-07-28,https://www.youtube.com/watch?v=RTYVYzqrrxU,2765,RTYVYzqrrxU,ACAPELLA BATTLE
Craze,Karanova,,,,Accapella,2023,DLTLLY,2023-07-25,https://www.youtube.com/watch?v=SPWI95_uXlw,70627,SPWI95_uXlw,MAYhem #6
RIPA,CIZERO,,,,Accapella,2023,FOB,2023-07-23,https://www.youtube.com/watch?v=Zyqjl-p0XVM,1829,Zyqjl-p0XVM,ACAPELLA BATTLE
DER SERGEANT,CLOCKWORK,,,,Accapella,2023,FOB,2023-07-21,https://www.youtube.com/watch?v=LiwzGIfLQy4,3350,LiwzGIfLQy4,ACAPELLA BATTLE
YOUNG KENNEDY,LIUZ,,,,Accapella,2023,FOB,2023-07-16,https://www.youtube.com/watch?v=SNVsQYlBxIE,4132,SNVsQYlBxIE,ACAPELLA BATTLE
Karkobi,Hiding John,,,,Accapella,2023,DLTLLY,2023-07-14,https://www.youtube.com/watch?v=MI6qkQeEBXE,63322,MI6qkQeEBXE,MAYhem #6
BARETTA,OLDBOY,,,,Accapella,2023,FOB,2023-07-14,https://www.youtube.com/watch?v=GWuP4kXR1Kg,2839,GWuP4kXR1Kg,ACAPELLA BATTLE
Kid Soldier,Hansen,,,,Accapella,2023,DLTLLY,2023-07-09,https://www.youtube.com/watch?v=dF87SGCIRYU,56334,dF87SGCIRYU,MAYhem #6
Zeuge,Joseph Steinschleuder,,,,Accapella,2023,DLTLLY,2023-07-08,https://www.youtube.com/watch?v=rOr6ZAP9SDU,39927,rOr6ZAP9SDU,MAYhem #6
Jindo109,Liuz,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-07-07,https://www.youtube.com/watch?v=VcwX1YM5mTA,60294,VcwX1YM5mTA,Proving Grounds Berlin
FINNASTIC,FAIVEL,,,,On Beat,2023,FOB,2023-07-07,https://www.youtube.com/watch?v=IvW0VwU-bD4,4675,IvW0VwU-bD4,ON BEAT BATTLE
Mavgic,Bong Teggy,,,,On Beat,2023,DLTLLY,2023-07-02,https://www.youtube.com/watch?v=7cWynBFYZKo,114569,7cWynBFYZKo,🏆  Titlematch 🏆
EZRA,TECEY,,,,Accapella,2023,FOB,2023-06-30,https://www.youtube.com/watch?v=o6pKCGAZ8jg,2393,o6pKCGAZ8jg,ACAPELLA BATTLE
MOODY,CSN GALACTICO,,,,Accapella,2023,FOB,2023-06-30,https://www.youtube.com/watch?v=xsiNjqXkrmU,4433,xsiNjqXkrmU,ACAPELLA BATTLE
Rolling G,Jeystone,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-06-25,https://www.youtube.com/watch?v=WTKQAIjN1Vc,18981,WTKQAIjN1Vc,Proving Grounds Berlin
Kiruma,Jeystone,,,,Accapella,2023,DUDL,2023-06-24,https://www.youtube.com/watch?v=ri_S-oeZ_eY,24316,ri_S-oeZ_eY,Battle
LARA SOFT,MAT052,,,,On Beat,2023,FOB,2023-06-21,https://www.youtube.com/watch?v=on745CtUTC8,5841,on745CtUTC8,ON BEAT BATTLE
Mars,ZinZity,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-06-18,https://www.youtube.com/watch?v=GlT7vWzBfgA,56312,GlT7vWzBfgA,NRWeekend 6
Julo,SnakeHeadRhyme,,,,Accapella,2023,DUDL,2023-06-17,https://www.youtube.com/watch?v=-YKMqAAxT8o,12865,-YKMqAAxT8o,Battle
LUCKYLILY,CRAZYO,,,,Accapella,2023,FOB,2023-06-11,https://www.youtube.com/watch?v=UvS4sFibdO8,6829,UvS4sFibdO8,ACAPELLA BATTLE
Mc Geuner,DeeLah,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-06-11,https://www.youtube.com/watch?v=OqlGnaMrdxE,33901,OqlGnaMrdxE,NRWeekend 6
FreeKno,LevRudi,,,,Accapella,2023,DUDL,2023-06-10,https://www.youtube.com/watch?v=9hUmhQs6_Mo,11150,9hUmhQs6_Mo,Battle
Swear Boss,Chaarlz,,,,On Beat,2023,DLTLLY,2023-06-09,https://www.youtube.com/watch?v=xsppHOOGjuE,28270,xsppHOOGjuE,Bars von Chaarlz
MC GEUNER,JOSEPH STEINSCHLEUDER,,,,Accapella,2023,FOB,2023-06-08,https://www.youtube.com/watch?v=PqIW0yKlenc,32129,PqIW0yKlenc,ACAPELLA BATTLE
Jack Dragon,Duff,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-06-04,https://www.youtube.com/watch?v=DaR9eHH76rU,24688,DaR9eHH76rU,NRWeekend 6
THORA,NICK SHIT,,,,Accapella,2023,FOB,2023-06-04,https://www.youtube.com/watch?v=YcZozCm_xbk,2771,YcZozCm_xbk,ACAPELLA BATTLE
XtraHerb,Trunkenbold,,,,Accapella,2023,DUDL,2023-06-03,https://www.youtube.com/watch?v=wmR1ZNP60_s,8583,wmR1ZNP60_s,Battle
MC Janosch,Quasi Infamous,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-05-31,https://www.youtube.com/watch?v=zP_94cQIw4U,17072,zP_94cQIw4U,Proving Grounds Berlin
Bronko Banano,Young Kennedy,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-05-31,https://www.youtube.com/watch?v=djAFYil0UhI,9861,djAFYil0UhI,Proving Grounds Berlin
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),,,,Accapella,2023,FOB,2023-05-31,https://www.youtube.com/watch?v=s8txdXxnA78,6460,s8txdXxnA78,5 GEGEN NATIF
Yarambo,Craze,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-05-28,https://www.youtube.com/watch?v=46OYZ6po0Ak,96347,46OYZ6po0Ak,NRWeekend 6
Nio,Vesso,,,,Accapella,2023,DUDL,2023-05-27,https://www.youtube.com/watch?v=GiTmnInso14,6471,GiTmnInso14,Battle
Celune,Wenzel Washington,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-05-26,https://www.youtube.com/watch?v=vrsYi_dzJAM,22473,vrsYi_dzJAM,Proving Grounds Berlin
Joseph Steinschleuder,Requiem,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-05-21,https://www.youtube.com/watch?v=b7Ous_8Wlug,33874,b7Ous_8Wlug,NRWeekend 6
S-Staticx,Rebellion,,,,Accapella,2023,DUDL,2023-05-20,https://www.youtube.com/watch?v=CxLrqhH-DBk,5787,CxLrqhH-DBk,Battle
DADDA,P-HAZE,,,,Accapella,2023,FOB,2023-05-19,https://www.youtube.com/watch?v=AhJOsTxYeUE,4574,AhJOsTxYeUE,ACAPELLA BATTLE
Valik,Davis,Proving Grounds Vol. 3,,Berlin,Accapella,2023,DLTLLY,2023-05-19,https://www.youtube.com/watch?v=LyPTX5qeZD0,12675,LyPTX5qeZD0,Proving Grounds Berlin
Neilz,Tobi High,NRWeekend 6,,,Accapella,2023,DLTLLY,2023-05-14,https://www.youtube.com/watch?v=jhhMGXy1LF8,60412,jhhMGXy1LF8,NRWeekend 6
JANAUND,PESC,,,,Accapella,2023,FOB,2023-05-12,https://www.youtube.com/watch?v=rJEsiba2m2Y,5120,rJEsiba2m2Y,ACAPELLA BATTLE
MOODY,NEOS,,,,Accapella,2023,FOB,2023-05-07,https://www.youtube.com/watch?v=iBL1KeH3-Zg,2938,iBL1KeH3-Zg,ACAPELLA BATTLE
CLOUDSURFER,CSN GALACTICO,,,,Accapella,2023,FOB,2023-05-05,https://www.youtube.com/watch?v=91Ics6zQVbw,4474,91Ics6zQVbw,ACAPELLA BATTLE
DER SERGEANT,M.F.L.,,,,Accapella,2023,FOB,2023-04-28,https://www.youtube.com/watch?v=G2FxBew9Jug,6470,G2FxBew9Jug,ACAPELLA BATTLE
MORGANA,STEEL,Unbeatable,,,On Beat,2023,FOB,2023-04-21,https://www.youtube.com/watch?v=WAFnWLi2kQM,26027,WAFnWLi2kQM,ON BEAT BATTLE
PHASENKIND,MC COLOGNE,Unbeatable,,,On Beat,2023,FOB,2023-04-14,https://www.youtube.com/watch?v=zJNkeDhTDJo,15508,zJNkeDhTDJo,ON BEAT BATTLE
Maka,Zeptah,NRWeekend 6,Spektakulum,Düsseldorf,Accapella,2023,DLTLLY,2023-04-09,https://www.youtube.com/watch?v=tE_8ZrKkRL4,15890,tE_8ZrKkRL4,NRWeekend 6
Niza,Heinz87,Proving Grounds,,Wiesbaden,Accapella,2023,DLTLLY,2023-04-02,https://www.youtube.com/watch?v=GwIj5C8bPBs,15289,GwIj5C8bPBs,Proving Grounds Kontext Wiesbaden
S-Staticx,Der Sir (JollyJay),Proving Grounds,,Wiesbaden,Accapella,2023,DLTLLY,2023-03-31,https://www.youtube.com/watch?v=Od-__geija4,9272,Od-__geija4,Proving Grounds Kontext Wiesbaden
LUG SERIOUS,BANDAN,,,,On Beat,2023,FOB,2023-03-29,https://www.youtube.com/watch?v=iCJvT7zXNfY,3915,iCJvT7zXNfY,ON BEAT BATTLE
MEIDI,KATO,,,,Accapella,2023,DLTLLY,2023-03-27,https://www.youtube.com/watch?v=BzgruMrzHLE,21591,BzgruMrzHLE,MAYhem 6 - PROVOKATION 1/6
Aladin,Oregano,Proving Grounds,,Wiesbaden,Accapella,2023,DLTLLY,2023-03-26,https://www.youtube.com/watch?v=34HlNq1_VfI,19192,34HlNq1_VfI,Proving Grounds Wiesbaden
HEYZEN,TECEY,,,,On Beat,2023,FOB,2023-03-23,https://www.youtube.com/watch?v=Fw7e-M3WdOI,2833,Fw7e-M3WdOI,ON BEAT BATTLE
Mordrake,Faivel,Proving Grounds,,Wiesbaden,Accapella,2023,DLTLLY,2023-03-19,https://www.youtube.com/watch?v=pxKAJ5Ivies,13886,pxKAJ5Ivies,Proving Grounds Wiesbaden
FINNASTIC,VESSO,,,,On Beat,2023,FOB,2023-03-17,https://www.youtube.com/watch?v=djWWmOoyq4Q,3063,djWWmOoyq4Q,ON BEAT BATTLE
PRYME,FINNASTIC,,,,On Beat,2023,FOB,2023-03-17,https://www.youtube.com/watch?v=SC4utzuA9ks,4598,SC4utzuA9ks,ON BEAT BATTLE
Mighty P,Shizu,,,,Accapella,2023,DLTLLY,2023-03-17,https://www.youtube.com/watch?v=lqYWya5f8gM,10491,lqYWya5f8gM,Freestyle um 3. Platz
DADDA,MAT052,,,,On Beat,2023,FOB,2023-03-15,https://www.youtube.com/watch?v=VrI_EoQAHb8,5135,VrI_EoQAHb8,ON BEAT BATTLE
FREEZY & DESPO,ZEPTAH & ORPHXN,,,,On Beat,2023,FOB,2023-03-14,https://www.youtube.com/watch?v=bnrYiUeZcmc,12940,bnrYiUeZcmc,ON BEAT BATTLE
PHASENKIND,MC COLOGNE,,,,On Beat,2023,FOB,2023-03-14,https://www.youtube.com/watch?v=wGVt1b9k1-s,1412,wGVt1b9k1-s,ON BEAT BATTLE
Holu & Freekno,Joseph Steinschleuder & Triple Beat,,,,Accapella,2023,DLTLLY,2023-03-12,https://www.youtube.com/watch?v=wD1OXlkgxuo,35225,wD1OXlkgxuo,2on2
Krom,Shizu,,,Kassel,Accapella,2023,DLTLLY,2023-03-10,https://www.youtube.com/watch?v=5At2_Fwibvw,12945,5At2_Fwibvw,Freestyle Halbfinale 2/2  Kassel
JOSEPH STEINSCHLEUDER,KAIRUZO,,,,On Beat,2023,FOB,2023-03-05,https://www.youtube.com/watch?v=6dsqwWjEHYs,23747,6dsqwWjEHYs,ON BEAT BATTLE
Kairuzo,Freezy,,,Kassel,On Beat,2023,DLTLLY,2023-03-05,https://www.youtube.com/watch?v=TWFbqnebTV8,14614,TWFbqnebTV8,Kassel
Papi Schlauch,Mighty P,,,Kassel,Accapella,2023,DLTLLY,2023-03-03,https://www.youtube.com/watch?v=GvjjcKT6ht8,21508,GvjjcKT6ht8,Freestyle Halbfinale 1/2  Kassel
Gerro,Bilal,,,Kassel,Accapella,2023,DLTLLY,2023-02-26,https://www.youtube.com/watch?v=PtphnbYBD-g,20498,PtphnbYBD-g,Kassel
Muro,Mighty P,,,Kassel,Accapella,2023,DLTLLY,2023-02-24,https://www.youtube.com/watch?v=FjKugbIQk7w,14095,FjKugbIQk7w,Freestyle Viertelfinale 4/4 Kassel
Krom,Notyzze,,,Kassel,Accapella,2023,DLTLLY,2023-02-21,https://www.youtube.com/watch?v=98g7Cy_XbxY,25894,98g7Cy_XbxY,Freestyle Viertelfinale 3/4  Kassel
MC Geuner,Shizu,,,Kassel,Accapella,2023,DLTLLY,2023-02-17,https://www.youtube.com/watch?v=AvAcIKtEhwc,13460,AvAcIKtEhwc,Freestyle Viertelfinale 2/4 Kassel
Craze,Papi Schlauch,,,Kassel,Accapella,2023,DLTLLY,2023-02-14,https://www.youtube.com/watch?v=cFxjz1ESlrA,24987,cFxjz1ESlrA,Freestyle Viertelfinale 1/4 Kassel
Vyrus,Bong Teggy,DISSember 4,Festsaal Kreuzberg,Berlin,On Beat,2023,DLTLLY,2023-02-12,https://www.youtube.com/watch?v=0j2whdG-GRI,97381,0j2whdG-GRI,DISSember 6
Julo,Kid Soldier,DISSember 4,Festsaal Kreuzberg,Berlin,Accapella,2023,DLTLLY,2023-02-05,https://www.youtube.com/watch?v=9sm6ohBf5jM,41140,9sm6ohBf5jM,DISSember 6
Kiruma,LevRudi,,,,Accapella,2022,DUDL,2023-02-04,https://www.youtube.com/watch?v=cy4tB0dKQvQ,21908,cy4tB0dKQvQ,Battle
Neilz,Wolff,DISSember 4,Festsaal Kreuzberg,Berlin,Accapella,2023,DLTLLY,2023-02-02,https://www.youtube.com/watch?v=haZz6DTu_-g,52243,haZz6DTu_-g,DISSember 6
Kato,Robscure,,,,Accapella,2023,DLTLLY,2023-01-29,https://www.youtube.com/watch?v=N2dkTa_mUcg,63119,N2dkTa_mUcg,🏆 TITLE MATCH 🏆
MC Rabiat,Morgana,,,,Accapella,2022,DUDL,2023-01-28,https://www.youtube.com/watch?v=YZjDfu6_Hq4,5971,YZjDfu6_Hq4,Battle
Hiding John,MC Geuner,DISSember 4,Festsaal Kreuzberg,Berlin,Accapella,2023,DLTLLY,2023-01-22,https://www.youtube.com/watch?v=grXVswnsBUY,51435,grXVswnsBUY,DISSember 6
Jindo109,Quasi,,,,Accapella,2022,DUDL,2023-01-21,https://www.youtube.com/watch?v=tBp6PGi6uno,71104,tBp6PGi6uno,Battle
Karanova,BanDan,DISSember 4,Festsaal Kreuzberg,Berlin,On Beat,2023,DLTLLY,2023-01-15,https://www.youtube.com/watch?v=4wcUZ0dY-LA,22063,4wcUZ0dY-LA,DISSember 6
Jeystone,Vorstadtflokati,,,,Accapella,2022,DUDL,2023-01-14,https://www.youtube.com/watch?v=VvxXsgtdpE0,6617,VvxXsgtdpE0,Battle
Mars B.,JollyJay,,,Kassel,Accapella,2023,DLTLLY,2023-01-08,https://www.youtube.com/watch?v=gGQdvDUSOpo,98221,gGQdvDUSOpo,Kassel
Flashus Christus,Schlawin0r,,,,Accapella,2022,DUDL,2023-01-07,https://www.youtube.com/watch?v=NmmCLoAfZ5k,6882,NmmCLoAfZ5k,Battle
YAAMANN,TOMMY2LATE (BATTLE UM PLATZ 3),,,,Accapella,2023,FOB,2023-01-02,https://www.youtube.com/watch?v=01BN8cP4K2s,2830,01BN8cP4K2s,FREESTYLE BATTLE
CRAZE,MURO (FINALE),,,,Accapella,2023,FOB,2023-01-02,https://www.youtube.com/watch?v=38oHMQzefu4,6483,38oHMQzefu4,FREESTYLE BATTLE
T-Way,Neilz,,,Kassel,Accapella,2023,DLTLLY,2023-01-01,https://www.youtube.com/watch?v=RlbPNOCmPdg,45462,RlbPNOCmPdg,Kassel
Duff,B-Dad,,,Kassel,Accapella,2022,DLTLLY,2022-12-25,https://www.youtube.com/watch?v=vs4tNDMiQbE,25309,vs4tNDMiQbE,Kassel
Pulsar,Shaolum,,,Kassel,Accapella,2022,DLTLLY,2022-12-11,https://www.youtube.com/watch?v=xhm1GaoEThA,18978,xhm1GaoEThA,Kassel
T-WAY,KOOZY,,,,On Beat,2022,FOB,2022-12-09,https://www.youtube.com/watch?v=pZQtoF-rlXI,9368,pZQtoF-rlXI,ON BEAT BATTLE
Papi Schlauch,Craze,,,,Accapella,2022,DLTLLY,2022-12-04,https://www.youtube.com/watch?v=8MwhxBFd0rk,77736,8MwhxBFd0rk,Stellwerk Hamburg
ZEPTAH,NOAH263,,,,Accapella,2022,FOB,2022-12-04,https://www.youtube.com/watch?v=Do5mGT8p3rQ,2391,Do5mGT8p3rQ,FREESTYLE BATTLE
TEACH,VESSO,,,,Accapella,2022,FOB,2022-12-04,https://www.youtube.com/watch?v=FDh0UdIX-3g,2314,FDh0UdIX-3g,FREESTYLE BATTLE
Shizu,Niza,,,Kassel,Accapella,2022,DLTLLY,2022-11-30,https://www.youtube.com/watch?v=nB5MCOERYgw,23205,nB5MCOERYgw,Kassel
MC COLOGNE,LEOQUENT,,,,Accapella,2022,FOB,2022-11-28,https://www.youtube.com/watch?v=srliH-T5M4I,2686,srliH-T5M4I,ACAPELLA BATTLE
LEONNN,CLOUDSURFER,,,,Accapella,2022,FOB,2022-11-28,https://www.youtube.com/watch?v=YdcZBjLyUdQ,2990,YdcZBjLyUdQ,ACAPELLA BATTLE
MORGANA,DESPO,,,,Accapella,2022,FOB,2022-11-28,https://www.youtube.com/watch?v=cr7jeZoQa4Y,5087,cr7jeZoQa4Y,ACAPELLA BATTLE
Jack Dragon,Tollschock,,,,Accapella,2022,DLTLLY,2022-11-27,https://www.youtube.com/watch?v=BJFMwGvMeqY,17598,BJFMwGvMeqY,Stellwerk Hamburg
Shortworth,Kairuzo,Proving Grounds Vol. 2,,Berlin,Accapella,2022,DLTLLY,2022-11-25,https://www.youtube.com/watch?v=moff7jTB0Hk,10557,moff7jTB0Hk,Proving Grounds  Panke Berlin
Zeuge,D-Kay,,,,Accapella,2022,DLTLLY,2022-11-20,https://www.youtube.com/watch?v=lY1e8yfkpa8,19237,lY1e8yfkpa8,Stellwerk Hamburg
DASCHA,NOTYZZE,,,,Accapella,2022,FOB,2022-11-20,https://www.youtube.com/watch?v=Rn3E7Ggt1eI,13231,Rn3E7Ggt1eI,FREESTYLE BATTLE
Der Sir,Bronko Banano aka Street,Proving Grounds Vol. 2,,Berlin,Accapella,2022,DLTLLY,2022-11-18,https://www.youtube.com/watch?v=ZS28WqvU5SM,8345,ZS28WqvU5SM,Proving Grounds  Panke Berlin
NOTYZZE,DIZZEPTICON,,,,Accapella,2022,FOB,2022-11-14,https://www.youtube.com/watch?v=bJE9flpMmRE,6030,bJE9flpMmRE,FREESTYLE BATTLE
Joseph Steinschleuder,Hiding John,,,,Accapella,2022,DLTLLY,2022-11-13,https://www.youtube.com/watch?v=y6t8jKfD-AE,42812,y6t8jKfD-AE,Stellwerk Hamburg
Mazzikaner,Requiem,Proving Grounds Vol. 2,,Berlin,Accapella,2022,DLTLLY,2022-11-06,https://www.youtube.com/watch?v=TAm558704I4,15540,TAm558704I4,Proving Grounds  Panke Berlin
KIRUMA,ZEPTAH,,,,Accapella,2022,FOB,2022-11-04,https://www.youtube.com/watch?v=fWJTrdnzJrg,15981,fWJTrdnzJrg,ACAPELLA BATTLE
MC GEUNER,ROLLING G,,,,Accapella,2022,FOB,2022-11-03,https://www.youtube.com/watch?v=uu0PY0v7IFQ,36982,uu0PY0v7IFQ,ACAPELLA BATTLE
Krom,Fate,,,,Accapella,2022,DLTLLY,2022-10-23,https://www.youtube.com/watch?v=Li-qeNs1KpU,16100,Li-qeNs1KpU,Freestyle Halbfinale 2/2
Hiding John,Lyrico,,Festsaal Kreuzberg,Berlin,Accapella,2022,DLTLLY,2022-10-16,https://www.youtube.com/watch?v=DfqZW-U6Pt8,75169,DfqZW-U6Pt8,Berlin 9th Birthday
HOLU,MC RABIAT,,,,Accapella,2022,FOB,2022-10-14,https://www.youtube.com/watch?v=N9pjDq1PXRU,2250,N9pjDq1PXRU,ACAPELLA BATTLE
HEINZ87,OREGANO,,,,Accapella,2022,FOB,2022-10-14,https://www.youtube.com/watch?v=TRUrdcR5wIw,9734,TRUrdcR5wIw,ACAPELLA BATTLE
CRAZE & PHILLIE.45,VYRUS & FREEZY,,,,On Beat,2022,FOB,2022-10-14,https://www.youtube.com/watch?v=ldSXHCj1nOM,70196,ldSXHCj1nOM,ON BEAT BATTLE
Kato,Craze,,,,Accapella,2022,DLTLLY,2022-10-14,https://www.youtube.com/watch?v=EutFE-eb8sc,17087,EutFE-eb8sc,Freestyle Viertelfinale 4/4
Aytee,Galv,,Festsaal Kreuzberg,Berlin,On Beat,2022,DLTLLY,2022-10-09,https://www.youtube.com/watch?v=jD054e2cdBw,43179,jD054e2cdBw,Berlin 9th Birthday
Fate,Davie Jones,,,,Accapella,2022,DLTLLY,2022-10-07,https://www.youtube.com/watch?v=05TK5EPBr0Y,16358,05TK5EPBr0Y,Freestyle Viertelfinale 3/4
Tobi High,Wolff,,Festsaal Kreuzberg,Berlin,Accapella,2022,DLTLLY,2022-10-03,https://www.youtube.com/watch?v=k3BrRmzQiho,60426,k3BrRmzQiho,Berlin 9th Birthday
Notyzze,Shizu,,,,Accapella,2022,DLTLLY,2022-10-02,https://www.youtube.com/watch?v=ZrSdgJqcZoE,18623,ZrSdgJqcZoE,Freestyle Viertelfinale 2/4
Julo,Joseph Steinschleuder,,Badehaus Berlin,Berlin,Accapella,2022,DUDL,2022-10-01,https://www.youtube.com/watch?v=OZXeAAAO5J4,35826,OZXeAAAO5J4,Battle
Krom,Mighty P,,,,Accapella,2022,DLTLLY,2022-09-30,https://www.youtube.com/watch?v=Jh54jeD5YeU,16403,Jh54jeD5YeU,Freestyle Viertelfinale 1/4
T-WAY,FREEKNO,,,,Accapella,2022,FOB,2022-09-28,https://www.youtube.com/watch?v=9l3DT26cxe8,4231,9l3DT26cxe8,ACAPELLA BATTLE
JOSEPH STEINSCHLEUDER,FAIVEL,,,,Accapella,2022,FOB,2022-09-27,https://www.youtube.com/watch?v=aUwkQJY2Rf8,21604,aUwkQJY2Rf8,ACAPELLA BATTLE
TOLLSCHOCK,PESC,,,,Accapella,2022,FOB,2022-09-27,https://www.youtube.com/watch?v=BwRs5JfDleQ,5657,BwRs5JfDleQ,ACAPELLA BATTLE
Morgana,Kiruma,,,,Accapella,2022,DUDL,2022-09-24,https://www.youtube.com/watch?v=sAEdAkJMRdU,18337,sAEdAkJMRdU,Battle
MC Rabiat,Pulsar,,,,Accapella,2022,DUDL,2022-09-17,https://www.youtube.com/watch?v=dkTL_Nv3G8Q,5987,dkTL_Nv3G8Q,Battle
MC COLOGNE,.TECEY,,,,On Beat,2022,FOB,2022-09-14,https://www.youtube.com/watch?v=r1F9bbM1oKU,2595,r1F9bbM1oKU,ON BEAT BATTLE
VYRUS,ZEPTAH,,,,On Beat,2022,FOB,2022-09-14,https://www.youtube.com/watch?v=Zm6fOMQaFS0,45814,Zm6fOMQaFS0,ON BEAT BATTLE
Bong Teggy,Davie Jones,splash! 23,Splash,Ferropolis,On Beat,2022,DLTLLY,2022-09-11,https://www.youtube.com/watch?v=pdhbmLWMwyg,144945,pdhbmLWMwyg,Splash! Festival
DEZ,LevRudi,,,,Accapella,2022,DUDL,2022-09-10,https://www.youtube.com/watch?v=4hkL_gTsuBc,8581,4hkL_gTsuBc,Battle
Karanova,Aytee,splash! 23,Splash,Ferropolis,On Beat,2022,DLTLLY,2022-09-04,https://www.youtube.com/watch?v=n6c9Qv8P-C8,53782,n6c9Qv8P-C8,Splash! Festival
Trunkenbold,Flashus Christus,,,,Accapella,2022,DUDL,2022-09-03,https://www.youtube.com/watch?v=NIohlGTNge8,7376,NIohlGTNge8,Battle
MORGANA,LUG SERIOUS,,,,On Beat,2022,FOB,2022-09-02,https://www.youtube.com/watch?v=y4yjYAZK7JE,15797,y4yjYAZK7JE,ON BEAT BATTLE
FROZEN,FREEZY,,,,On Beat,2022,FOB,2022-08-30,https://www.youtube.com/watch?v=Gsl1naOWydI,3837,Gsl1naOWydI,ON BEAT BATTLE
PHILLIE.45,BANDAN,,,,On Beat,2022,FOB,2022-08-30,https://www.youtube.com/watch?v=XXSqvOu2WQs,6250,XXSqvOu2WQs,ON BEAT BATTLE
PHASENKIND,LUG SERIOUS,,,,On Beat,2022,FOB,2022-08-30,https://www.youtube.com/watch?v=FlPpnQ-dKD8,9149,FlPpnQ-dKD8,ON BEAT BATTLE
Khacoby,DirtySanchez,splash! 23,Splash,Ferropolis,On Beat,2022,DLTLLY,2022-08-28,https://www.youtube.com/watch?v=s-zpW3jQqTo,30017,s-zpW3jQqTo,Splash! Festival
Jeystone,Jesazz K,,,,Accapella,2022,DUDL,2022-08-27,https://www.youtube.com/watch?v=Hz69rjg3Kw8,8643,Hz69rjg3Kw8,Battle
BURST,KAIRUZO,,,,On Beat,2022,FOB,2022-08-26,https://www.youtube.com/watch?v=CiPxzTK1pqw,1910,CiPxzTK1pqw,ON BEAT BATTLE
REQUIEM,HEYZEN,,,,On Beat,2022,FOB,2022-08-25,https://www.youtube.com/watch?v=z83Zw2aMjkI,6724,z83Zw2aMjkI,ON BEAT BATTLE
T-Way,Tobi High,splash! 23,Splash,Ferropolis,On Beat,2022,DLTLLY,2022-08-21,https://www.youtube.com/watch?v=tEhjlNLOuFA,21563,tEhjlNLOuFA,Splash! Festival
SnakeHeadRhyme,D-Kay,,,,Accapella,2022,DUDL,2022-08-20,https://www.youtube.com/watch?v=huG-hq7KSZg,10763,huG-hq7KSZg,Battle
