Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden,Processed
MC GEUNER,KRISO,,,,Accapella,2025,FOB,2025-06-20,https://www.youtube.com/watch?v=PJJZYHWUjUg,9939,PJJZYHWUjUg,RAP BATTLE,
Lazlo Mxrphine,Mighty P.,,,,On Beat,2025,DLTLLY,2025-06-19,https://www.youtube.com/watch?v=5O4q1loFp_Q,17994,5O4q1loFp_Q,   Only,
Gundalf,Purp Division,,,,Accapella,2025,DLTLLY,2025-06-17,https://www.youtube.com/watch?v=si8gDwlPxEo,8709,si8gDwlPxEo,  Proving Grounds,
Riesenlauch,Tyler Bourbon,,,,Accapella,2025,DLTLLY,2025-06-15,https://www.youtube.com/watch?v=ohUZmNFrR3g,11584,ohUZmNFrR3g,  Wien,
MOODY,YOUNG KENNEDY,,,,Accapella,2025,FOB,2025-06-13,https://www.youtube.com/watch?v=BqM7oeYeegs,6663,BqM7oeYeegs,RAP BATTLE,
Joseph Steinschleuder,Pamflit,,,,Accapella,2025,DLTLLY,2025-06-07,https://www.youtube.com/watch?v=uXTSyzP-XI0,26872,uXTSyzP-XI0,International  NRWeekend 8,
EYNAK,WANDELBARZ,,,,Accapella,2025,FOB,2025-06-06,https://www.youtube.com/watch?v=R81FPAW0Cy8,9298,R81FPAW0Cy8,RAP BATTLE,
Ticc,Mordrake,,,,On Beat,2025,DLTLLY,2025-06-05,https://www.youtube.com/watch?v=KCDHP8wl1RM,11291,KCDHP8wl1RM,Only! Panke Berlin,
RYKO-J,LUCKYLILY,,,,Accapella,2025,DLTLLY,2025-06-01,https://www.youtube.com/watch?v=QApiZWI3i6U,51925,QApiZWI3i6U,  NRWeekend 8,
YUMI,DER SANDMANN,,,,Accapella,2025,FOB,2025-06-01,https://www.youtube.com/watch?v=NCYKUvpxs-s,4921,NCYKUvpxs-s,RAP BATTLE,
Ryko-J,LuckyLily,,,,Accapella,2025,DLTLLY,2025-06-01,https://www.youtube.com/watch?v=9gVR1RPK4cY,10872,9gVR1RPK4cY,INTERVIEW NRWeekend 8,
H1,MÄST,,,,Accapella,2025,FOB,2025-05-30,https://www.youtube.com/watch?v=KiFGlNKnLw8,6222,KiFGlNKnLw8,RAP BATTLE,
Gerro,TOKZ,,,,On Beat,2025,DLTLLY,2025-05-29,https://www.youtube.com/watch?v=qO64q_vBrqU,12691,qO64q_vBrqU,  Berlin,
Vyrus,Snakeheadrhyme,,,,Accapella,2025,DLTLLY,2025-05-25,https://www.youtube.com/watch?v=TaYG3fYqX6c,26017,TaYG3fYqX6c,  NRWeekend 8,
Vyrus,Snakeheadrhyme,,,,Accapella,2025,DLTLLY,2025-05-25,https://www.youtube.com/watch?v=HzaSD52w0qw,1937,HzaSD52w0qw,INTERVIEW NRWeekend 8,
VON FELIX,TESSTIMONY,,,,Accapella,2025,FOB,2025-05-25,https://www.youtube.com/watch?v=L51lZHRiuYc,7454,L51lZHRiuYc,RAP BATTLE,
AMS,KAZRAEL,,,,Accapella,2025,FOB,2025-05-23,https://www.youtube.com/watch?v=Ioq_13OB1Vg,6679,Ioq_13OB1Vg,RAP BATTLE,
Herr Sören,Johnny Schewski,,,,On Beat,2025,DLTLLY,2025-05-22,https://www.youtube.com/watch?v=5QWp-ZmPxFw,7240,5QWp-ZmPxFw,Battle Panke Berlin,
Unanymous,Jeevz,,,,Accapella,2025,DLTLLY,2025-05-18,https://www.youtube.com/watch?v=f3JE-AzU-0c,8003,f3JE-AzU-0c,International  NRWeekend 8,
JERRY VSAN,MZUDEMK,,,,Accapella,2025,FOB,2025-05-16,https://www.youtube.com/watch?v=9T_8MnL4888,16596,9T_8MnL4888,RAP BATTLE,
Capco Jones,Heinz87,,,,Accapella,2025,DLTLLY,2025-05-15,https://www.youtube.com/watch?v=qG0_r9p6Muc,8939,qG0_r9p6Muc,  Kassel,
🏆 PPV OUT NOW - MIT TITLE MATCH STEEL,MORGANA VYRUS YUAH REQUIEM UVM.,,,,Accapella,2025,FOB,2025-05-15,https://www.youtube.com/watch?v=8SKi-c2pj1c,6862,8SKi-c2pj1c,could not identify event,
Zeuge,Moody,,,,Accapella,2025,DLTLLY,2025-05-11,https://www.youtube.com/watch?v=TXyS6b-GDFE,17521,TXyS6b-GDFE,NRWeekend 8,
JÄL,SHAWN MORENO,,,,Accapella,2025,FOB,2025-05-09,https://www.youtube.com/watch?v=HotnxCt_Y98,8078,HotnxCt_Y98,RAP BATTLE,
Ano-Nym,Morgana,,,,On Beat,2025,DLTLLY,2025-05-04,https://www.youtube.com/watch?v=4GcjUISJthk,80139,4GcjUISJthk,   Only &#39;25,
Morgana,Ano-Nym,,,,On Beat,2025,DLTLLY,2025-05-04,https://www.youtube.com/watch?v=3Bc_tXH0MQM,6815,3Bc_tXH0MQM,Interview  Only &#39;25,
RIMA,TRACY,,,,Accapella,2025,FOB,2025-05-04,https://www.youtube.com/watch?v=BGPIQFIZTa8,7994,BGPIQFIZTa8,RAP BATTLE,
THUNDER HUSTLE,ENYO,,,,Accapella,2025,FOB,2025-05-02,https://www.youtube.com/watch?v=EFQVEjRMQBc,12531,EFQVEjRMQBc,RAP BATTLE,
Bdad,Kato,,,,Accapella,2025,DLTLLY,2025-05-02,https://www.youtube.com/watch?v=A4YmPpLy6SQ,9331,A4YmPpLy6SQ,Teaser Mayhem 8,
Cashus K,Mazzikaner,,,,Accapella,2025,DLTLLY,2025-05-01,https://www.youtube.com/watch?v=8-4oBnK0qvw,8377,8-4oBnK0qvw,One Rounder  Kassel,
MAURITS,DARIO,,,,Accapella,2025,FOB,2025-04-29,https://www.youtube.com/watch?v=yY5T08XY69M,3186,yY5T08XY69M,RAP BATTLE,
Lyrico,Kiruma,,,,Accapella,2025,DLTLLY,2025-04-28,https://www.youtube.com/watch?v=Mc2aXEyvTCU,8562,Mc2aXEyvTCU,Match-Teaser für MAYhem 8 - 03.05.25 - Berlin,
Emenes,Joseph Steinschleuder,,,,Accapella,2025,DLTLLY,2025-04-27,https://www.youtube.com/watch?v=dmih32mOqvI,97465,dmih32mOqvI,   Berlin,
MOKO,HARLEM T,,,,Accapella,2025,FOB,2025-04-27,https://www.youtube.com/watch?v=Z7zbdw0lQE0,3992,Z7zbdw0lQE0,RAP BATTLE,
FAIVEL,KRISO,,,,Accapella,2025,FOB,2025-04-25,https://www.youtube.com/watch?v=FfSCHXhfYMw,7504,FfSCHXhfYMw,RAP BATTLE,
Sizyphos,Wolff,,,,Accapella,2025,DLTLLY,2025-04-20,https://www.youtube.com/watch?v=LvFNAUPx3bo,82648,LvFNAUPx3bo,  Kassel,
Sizyphos,Wolff,,,,Accapella,2025,DLTLLY,2025-04-20,https://www.youtube.com/watch?v=XBXwa0j6NAY,11157,XBXwa0j6NAY,Interview Kassel,
BARETTA,LYT,,,,Accapella,2025,FOB,2025-04-20,https://www.youtube.com/watch?v=gDMtxVnkhjM,5297,gDMtxVnkhjM,RAP BATTLE,
LAVAS,FYNN,,,,Accapella,2025,FOB,2025-04-18,https://www.youtube.com/watch?v=VjmsWn79FUw,7779,VjmsWn79FUw,RAP BATTLE,
Ferry,Shizu,,,,Accapella,2025,DLTLLY,2025-04-13,https://www.youtube.com/watch?v=g2pFv1bIBXE,27493,g2pFv1bIBXE,  Kassel,
CELUNE,BDAD,,,,Accapella,2025,FOB,2025-04-11,https://www.youtube.com/watch?v=q7sXw-FC4YY,27204,q7sXw-FC4YY,RAP BATTLE,
Ryko J,Fate,,,,Accapella,2025,DLTLLY,2025-04-10,https://www.youtube.com/watch?v=lKGDAMNjHLE,27843,lKGDAMNjHLE,  DISSember 8,
Bdad,Kitana,,,,Accapella,2025,DLTLLY,2025-04-09,https://www.youtube.com/watch?v=__C8BljtrHc,11447,__C8BljtrHc,Teaser Wien 12.04.,
Yarambo,Meidi,,,,Accapella,2025,DLTLLY,2025-04-06,https://www.youtube.com/watch?v=kxIw0Z2ZA6k,12027,kxIw0Z2ZA6k,Interview DISSember8,
Yarambo,Meidi,,,,Accapella,2025,DLTLLY,2025-04-06,https://www.youtube.com/watch?v=UxQTqBKXUfI,110403,UxQTqBKXUfI,  DISSember 8,
HIDING JOHN,JIZI,,,,Accapella,2025,FOB,2025-04-04,https://www.youtube.com/watch?v=GFEPBGtw94I,70263,GFEPBGtw94I,RAP BATTLE,
Craze,Neilz,,,,Accapella,2025,DLTLLY,2025-03-30,https://www.youtube.com/watch?v=lVopiPk8pfE,23485,lVopiPk8pfE,Interview Dissember8,
Craze,Neilz,,,,Accapella,2025,DLTLLY,2025-03-30,https://www.youtube.com/watch?v=3p2GdJMQ6GA,104770,3p2GdJMQ6GA,  Dissember 8,
OREGANO,DAVIE JONES,,,,Accapella,2025,FOB,2025-03-28,https://www.youtube.com/watch?v=vJvkxeKeC3w,67061,vJvkxeKeC3w,RAP BATTLE,
DAVIE JONES,BEASTBOY,,,,Accapella,2025,DLTLLY,2025-03-23,https://www.youtube.com/watch?v=E2s4ZnUUzWo,267180,E2s4ZnUUzWo,Interview NRWeekend 8,
Davie Jones,BEASTBOY,,,,Accapella,2025,DLTLLY,2025-03-23,https://www.youtube.com/watch?v=2gujsLjMnU0,2143229,2gujsLjMnU0,  NRWeekend 8,
JOSEPH STEINSCHLEUDER,VYRUS,,,,Accapella,2025,FOB,2025-03-21,https://www.youtube.com/watch?v=VW9JWWYWTAc,47971,VW9JWWYWTAc,RAP BATTLE,
Aytee,Karanova,,,,Accapella,2025,DLTLLY,2025-03-16,https://www.youtube.com/watch?v=s501ewLwo1w,9404,s501ewLwo1w,Interview Berlin &#39;25,
Aytee,Karanova,,,,On Beat,2025,DLTLLY,2025-03-16,https://www.youtube.com/watch?v=SYo3zBQzwtQ,204737,SYo3zBQzwtQ,🏆 ON BEAT TITLE MATCH 2025 🏆,
KALP ONE,VALIK,,,,Accapella,2024,FOB,2025-03-14,https://www.youtube.com/watch?v=pJA2VSeUyrw,7213,pJA2VSeUyrw,RAP BATTLE,
Kato,Tobi High,DISSember 8,Festsaal Kreuzberg,Berlin,Accapella,2024,DLTLLY,2025-03-09,https://www.youtube.com/watch?v=KYE2dCsI8oU,95465,KYE2dCsI8oU,🏆 Title Match 2024 DISSember 8 🏆 ,
Kato,Tobi High,DISSember 8,Festsaal Kreuzberg,Berlin,Accapella,2025,DLTLLY,2025-03-09,https://www.youtube.com/watch?v=Se4aQd0xzL4,23722,Se4aQd0xzL4,Interview zum Title Match Dissember 8,
LUCKYLILY,T-WAY,Unbeatable,,,Accapella,2025,FOB,2025-03-07,https://www.youtube.com/watch?v=jogDDg8UrT0,12301,jogDDg8UrT0,RAP BATTLE,
Hiding John,Requiem,DISSember 8,Festsaal Kreuzberg,Berlin,Accapella,2025,DLTLLY,2025-03-02,https://www.youtube.com/watch?v=sVftXy-84ME,51825,sVftXy-84ME,  DISSember 8,
TICC,FEEL.IKX,Unbeatable,,,Accapella,2025,FOB,2025-02-28,https://www.youtube.com/watch?v=AFaZPkRlbVQ,4912,AFaZPkRlbVQ,RAP BATTLE,
Robscure,Karkobi,,,Kassel,Accapella,2025,DLTLLY,2025-02-23,https://www.youtube.com/watch?v=cPiNUjyXRv4,48873,cPiNUjyXRv4,  Kassel,
ALADIN,KOOZY,,,,Accapella,2025,FOB,2025-02-21,https://www.youtube.com/watch?v=90w3P4aaCew,5556,90w3P4aaCew,RAP BATTLE,
Requiem,Sizyphos,,,,Accapella,2025,DLTLLY,2025-02-16,https://www.youtube.com/watch?v=nkkgsZG1RTI,57407,nkkgsZG1RTI,  Freiburg &#39;24,
Requiem,Sizyphos,,,,Accapella,2025,DLTLLY,2025-02-16,https://www.youtube.com/watch?v=J0tMmTZQYlo,4317,J0tMmTZQYlo,Interview Freiburg,
MAZZIKANER & CASHUS K,LAZLO MXRPHINE & DOKTOR LUKAS FRANK,,,,Accapella,2025,FOB,2025-02-14,https://www.youtube.com/watch?v=3_KX2HILsCU,6496,3_KX2HILsCU,RAP BATTLE,
Davie Jones,Craze,,,,Accapella,2025,DLTLLY,2025-02-09,https://www.youtube.com/watch?v=cTXwSOqrZXY,66258,cTXwSOqrZXY,  Freiburg &#39;24,
Craze,Davie Jones,,,,Accapella,2025,DLTLLY,2025-02-09,https://www.youtube.com/watch?v=7Viv4hq0jEo,6696,7Viv4hq0jEo,Interview Freiburg &#39;24,
NOTYZZE,YUAH,,,,Accapella,2025,FOB,2025-02-07,https://www.youtube.com/watch?v=BvO2sdUm1q4,34893,BvO2sdUm1q4,RAP BATTLE,
Moody,Celune,,,,Accapella,2025,DLTLLY,2025-02-06,https://www.youtube.com/watch?v=wytgWL8RCEA,24777,wytgWL8RCEA,  Freiburg &#39;24,
Moody,Celune,,,,Accapella,2025,DLTLLY,2025-02-06,https://www.youtube.com/watch?v=e_BdozUEAf8,3350,e_BdozUEAf8,Interview Freiburg &#39;24,
Aytee,Karanova,,,,On Beat,2025,DLTLLY,2025-02-04,https://www.youtube.com/watch?v=Zp6mL0C23YM,11289,Zp6mL0C23YM,Title Match - Provokation  Only Berlin,
Shortworth,Young Kennedy,,,,Accapella,2025,DLTLLY,2025-02-02,https://www.youtube.com/watch?v=Jb7nLnvt9xk,948,Jb7nLnvt9xk,Interview Freiburg &#39;24,
Young Kennedy,Shortworth,,,,Accapella,2025,DLTLLY,2025-02-02,https://www.youtube.com/watch?v=AtYLF4rn1R8,14456,AtYLF4rn1R8,  Freiburg &#39;24,
HEINZ87,LATIK,,,,Accapella,2025,FOB,2025-01-31,https://www.youtube.com/watch?v=NDHVCiqnl1c,5227,NDHVCiqnl1c,RAP BATTLE,
Faivel,Riesenlauch,,,Freiburg,Accapella,2025,DLTLLY,2025-01-26,https://www.youtube.com/watch?v=5WnR6TDxAhg,14875,5WnR6TDxAhg,  Freiburg 24,
Faivel,Riesenlauch,,,,Accapella,2025,DLTLLY,2025-01-26,https://www.youtube.com/watch?v=ECj6jzGhp2Q,1271,ECj6jzGhp2Q,Interview Freiburg 24,
NRG,FROZEN,,,,Accapella,2025,FOB,2025-01-24,https://www.youtube.com/watch?v=lr-V4CfntNI,4241,lr-V4CfntNI,RAP BATTLE,
Bdad,Indoor Stan,,,Freiburg,Accapella,2025,DLTLLY,2025-01-19,https://www.youtube.com/watch?v=PEXAziy1EDo,45628,PEXAziy1EDo,  Freiburg 24,
Bdad,Indoor Stan,,,,Accapella,2025,DLTLLY,2025-01-19,https://www.youtube.com/watch?v=kb2BDEOUYwA,3812,kb2BDEOUYwA,Interview Freiburg,
MOODY,ROOL,,,,Accapella,2025,FOB,2025-01-17,https://www.youtube.com/watch?v=14zNL0MQ9XQ,5569,14zNL0MQ9XQ,RAP BATTLE,
Kiruma,Notyzze,,,,Accapella,2025,DLTLLY,2025-01-12,https://www.youtube.com/watch?v=KUwb8QdHF0w,35053,KUwb8QdHF0w,  BORA Duisburg,
Notyzze,Kiruma,,,,Accapella,2025,DLTLLY,2025-01-12,https://www.youtube.com/watch?v=IIUieRMUmxo,6215,IIUieRMUmxo,Interview BORA Duisburg,
CUBSAOUI,WATNKERL,,,,Accapella,2025,FOB,2025-01-10,https://www.youtube.com/watch?v=qpFKueKM-Bs,4838,qpFKueKM-Bs,RAP BATTLE,
Despo,LAZLO MXRPHINE,,,,On Beat,2025,DLTLLY,2025-01-09,https://www.youtube.com/watch?v=w9fzWlAcwio,23157,w9fzWlAcwio,Full   Duisburg,
Mighty P,Duff,,,,Accapella,2024,DLTLLY,2025-01-05,https://www.youtube.com/watch?v=iP82Tmhs7QA,20678,iP82Tmhs7QA,  Duisburg 2024,
YUNA L,LUG,,,,Accapella,2025,FOB,2025-01-03,https://www.youtube.com/watch?v=kmIj06LSgh8,11679,kmIj06LSgh8,RAP BATTLE,
Zeptah,Shorteh Taunton,,,,On Beat,2025,DLTLLY,2025-01-02,https://www.youtube.com/watch?v=p36W5ErNVMs,15909,p36W5ErNVMs,Full Live   Feel Festival,
Ryko J,Nastic,,,,Accapella,2024,DLTLLY,2024-12-29,https://www.youtube.com/watch?v=r1gs-4umHNM,23601,r1gs-4umHNM,  Duisburg,
MUSIO,TAO,,,,Accapella,2024,FOB,2024-12-27,https://www.youtube.com/watch?v=H7fxAgomU4g,9679,H7fxAgomU4g,RAP BATTLE,
CSN Galactico & Nastic,Shizu & Morgana,,,,On Beat,2024,DLTLLY,2024-12-26,https://www.youtube.com/watch?v=jv29TjM8rpI,17429,jv29TjM8rpI,Live   Splash Festival 2024,
OREGANO,NATALI,,,,Accapella,2024,FOB,2024-12-24,https://www.youtube.com/watch?v=Hv3vSoclkiU,43197,Hv3vSoclkiU,RAP BATTLE,
Aytee,Davie Jones,,,,Accapella,2024,DLTLLY,2024-12-22,https://www.youtube.com/watch?v=Cte96RAY8Eg,138108,Cte96RAY8Eg,  Duisburg 2024,
KATO,EZRA,,,,Accapella,2024,FOB,2024-12-22,https://www.youtube.com/watch?v=tzoyIe03xrY,20762,tzoyIe03xrY,RAP BATTLE,
CLOCKWORK,PALEIACCI,,,,Accapella,2024,FOB,2024-12-21,https://www.youtube.com/watch?v=iVFXKkpYfIs,5671,iVFXKkpYfIs,LEVEL UP FINALE,
JOSEPH STEINSCHLEUDER,CSN GALACTICO,,,,Accapella,2024,FOB,2024-12-20,https://www.youtube.com/watch?v=bJ8227BsnDk,64520,bJ8227BsnDk,RAP BATTLE,
MATTIS,CRAZYO,,,,Accapella,2024,FOB,2024-12-19,https://www.youtube.com/watch?v=h7mOdHjhmKY,5874,h7mOdHjhmKY,RAP BATTLE,
Karanova,Ano-Nym,,,,On Beat,2024,DLTLLY,2024-12-19,https://www.youtube.com/watch?v=DHK_5lqwzJY,39267,DHK_5lqwzJY, splashfest  2024,
FYNN,SACHMA,,,,Accapella,2024,FOB,2024-12-18,https://www.youtube.com/watch?v=_djYJf_aEMc,4951,_djYJf_aEMc,RAP BATTLE,
BDAD,STEEL,,,,Accapella,2024,FOB,2024-12-16,https://www.youtube.com/watch?v=P3N0ynzvueM,16407,P3N0ynzvueM,RAP BATTLE,
Freekno,Gerro,,,,Accapella,2024,DLTLLY,2024-12-15,https://www.youtube.com/watch?v=9gqaV2Oygk8,13100,9gqaV2Oygk8,  Duisburg,
DANNY DEADWEIGHT,HERR SÖREN,,,,Accapella,2024,FOB,2024-12-15,https://www.youtube.com/watch?v=LH8Jm328qJ8,6989,LH8Jm328qJ8,RAP BATTLE,
PAPI SCHLAUCH,SIZYPHOS,,,,Accapella,2024,FOB,2024-12-13,https://www.youtube.com/watch?v=yTCdd3uhIFw,76672,yTCdd3uhIFw,RAP BATTLE,
P-HAZE,SID,,,,Accapella,2024,FOB,2024-12-09,https://www.youtube.com/watch?v=qDRNB1U0k0Y,2378,qDRNB1U0k0Y,RAP BATTLE,
Tobi High,Karma,,,,Accapella,2024,DLTLLY,2024-12-08,https://www.youtube.com/watch?v=Qfi3sqsUs-Y,15057,Qfi3sqsUs-Y,&amp; Interview Splash Festival 2024,
CRAZE,HIDING JOHN,,,,Accapella,2024,FOB,2024-12-06,https://www.youtube.com/watch?v=XwzQlYQviOY,94999,XwzQlYQviOY,RAP BATTLE,
EIN LETZTES MAL: Yarambo,Meidi,,,,Accapella,2024,DLTLLY,2024-12-04,https://www.youtube.com/watch?v=-dUVckiODDg,26822,-dUVckiODDg,07. Dezember Festsaal Kreuzberg SOLD OUT,
Bong Teggy,Fate,,,,On Beat,2024,DLTLLY,2024-12-01,https://www.youtube.com/watch?v=uwVdRxPLKtk,52279,uwVdRxPLKtk,  Feel Festival,
VYRUS,MORGANA,,,,Accapella,2024,FOB,2024-11-29,https://www.youtube.com/watch?v=9YCHMLzIcus,29876,9YCHMLzIcus,RAP BATTLE,
Joseph Steinschleuder,BanDan,,,,On Beat,2024,DLTLLY,2024-11-28,https://www.youtube.com/watch?v=GV0mRT9rTv0,24152,GV0mRT9rTv0,  Feel Festival,
Ferry & Duzoe,Sizyphos & Fate,,,,On Beat,2024,DLTLLY,2024-11-24,https://www.youtube.com/watch?v=fZyWsFSPtxE,75007,fZyWsFSPtxE,2on2   Splash,
3 &quot;ZINZITYS&quot;,NATALI,,,,Accapella,2024,FOB,2024-11-24,https://www.youtube.com/watch?v=AnW-N-13mEk,10605,AnW-N-13mEk,RAP BATTLE,
KARANOVA,STEEL,,,,Accapella,2024,FOB,2024-11-22,https://www.youtube.com/watch?v=hCjCg8iUEiM,20782,hCjCg8iUEiM,RAP BATTLE,
Kid Soldier,Lyrico,,,,Accapella,2024,DLTLLY,2024-11-21,https://www.youtube.com/watch?v=rh_32fJVF_Y,19862,rh_32fJVF_Y,&amp; Interview Splash Festival,
Freestyle Turnier 4/7: Fate,Shizu,,,,Accapella,2024,DLTLLY,2024-11-19,https://www.youtube.com/watch?v=9W-6Wv-_xC0,9244,9W-6Wv-_xC0,Vorrunde B-DAY 11,
DER KATER,JAMAIKA KLAUS,,,,Accapella,2024,FOB,2024-11-17,https://www.youtube.com/watch?v=znyQsdCEmYA,3935,znyQsdCEmYA,RAP BATTLE,
Bong Teggy,Hiding John,,,,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=-XMBtTEwHcc,170604,-XMBtTEwHcc,  Bday 11,
Bong Teggy,Hiding John,,,,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=B4qGn4U-Ju4,13549,B4qGn4U-Ju4,Interview Event Name oder Stadt,
FABS,YOUNG KENNEDY,,,,Accapella,2024,FOB,2024-11-15,https://www.youtube.com/watch?v=jyYNsrDR9BQ,9006,jyYNsrDR9BQ,RAP BATTLE,
