Name #1,Name #2,Event,Type,Year,Channel,Uploaded,URL,ID,Views,Location,Stadt,Event 2
BDAD,STEEL,RAP BATTLE,Accapella,2024,FOB,2024-12-16,https://www.youtube.com/watch?v=P3N0ynzvueM,P3N0ynzvueM,6848,,,
Freekno,Gerro,Interview Duisburg,Accapella,2024,DLTLLY,2024-12-15,https://www.youtube.com/watch?v=G_WXB_qsS8I,G_WXB_qsS8I,800,,,
DANNY DEADWEIGHT,HERR SÖREN,RAP BATTLE,Accapella,2024,FOB,2024-12-15,https://www.youtube.com/watch?v=LH8Jm328qJ8,LH8Jm328qJ8,4662,,,
Freekno,Gerro,  Duisburg,Accapella,2024,DLTLLY,2024-12-15,https://www.youtube.com/watch?v=9gqaV2Oygk8,9gqaV2Oygk8,8610,,,
PAPI SCHLAUCH,SIZYPHOS,RAP BATTLE,Accapella,2024,FOB,2024-12-13,https://www.youtube.com/watch?v=yTCdd3uhIFw,yTCdd3uhIFw,34561,,,
P-HAZE,SID,RAP BATTLE,Accapella,2024,FOB,2024-12-09,https://www.youtube.com/watch?v=qDRNB1U0k0Y,qDRNB1U0k0Y,1990,,,
Tobi High,Karma,&amp; Interview Splash Festival 2024,Accapella,2024,DLTLLY,2024-12-08,https://www.youtube.com/watch?v=Qfi3sqsUs-Y,Qfi3sqsUs-Y,12592,,,
CRAZE,HIDING JOHN,RAP BATTLE,Accapella,2024,FOB,2024-12-06,https://www.youtube.com/watch?v=XwzQlYQviOY,XwzQlYQviOY,47484,,,
EIN LETZTES MAL: Yarambo,Meidi,07. Dezember Festsaal Kreuzberg SOLD OUT,Accapella,2024,DLTLLY,2024-12-04,https://www.youtube.com/watch?v=-dUVckiODDg,-dUVckiODDg,21898,,,
Bong Teggy,Fate,  Feel Festival,On Beat,2024,DLTLLY,2024-12-01,https://www.youtube.com/watch?v=uwVdRxPLKtk,uwVdRxPLKtk,25995,,,
Kato,Tobi High,Titelmatch Teaser,Accapella,2024,DLTLLY,2024-11-30,https://www.youtube.com/watch?v=QkIPLLze3ic,QkIPLLze3ic,10916,,,
VYRUS,MORGANA,RAP BATTLE,Accapella,2024,FOB,2024-11-29,https://www.youtube.com/watch?v=9YCHMLzIcus,9YCHMLzIcus,14512,,,
Joseph Steinschleuder,BanDan,  Feel Festival,On Beat,2024,DLTLLY,2024-11-28,https://www.youtube.com/watch?v=GV0mRT9rTv0,GV0mRT9rTv0,16010,,,
Ferry & Duzoe,Sizyphos & Fate,2on2   Splash,On Beat,2024,DLTLLY,2024-11-24,https://www.youtube.com/watch?v=fZyWsFSPtxE,fZyWsFSPtxE,29171,,,
3 &quot;ZINZITYS&quot;,NATALI,RAP BATTLE,Accapella,2024,FOB,2024-11-24,https://www.youtube.com/watch?v=AnW-N-13mEk,AnW-N-13mEk,8704,,,
KARANOVA,STEEL,RAP BATTLE,Accapella,2024,FOB,2024-11-22,https://www.youtube.com/watch?v=hCjCg8iUEiM,hCjCg8iUEiM,13999,,,
Kid Soldier,Lyrico,&amp; Interview Splash Festival,Accapella,2024,DLTLLY,2024-11-21,https://www.youtube.com/watch?v=rh_32fJVF_Y,rh_32fJVF_Y,18632,,,
Freestyle Turnier 4/7: Fate,Shizu,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-11-19,https://www.youtube.com/watch?v=9W-6Wv-_xC0,9W-6Wv-_xC0,8082,,,
DER KATER,JAMAIKA KLAUS,RAP BATTLE,Accapella,2024,FOB,2024-11-17,https://www.youtube.com/watch?v=znyQsdCEmYA,znyQsdCEmYA,3467,,,
Bong Teggy,Hiding John,  Bday 11,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=-XMBtTEwHcc,-XMBtTEwHcc,81693,,,
Bong Teggy,Hiding John,Interview Event Name oder Stadt,Accapella,2024,DLTLLY,2024-11-17,https://www.youtube.com/watch?v=B4qGn4U-Ju4,B4qGn4U-Ju4,12988,,,
FABS,YOUNG KENNEDY,RAP BATTLE,Accapella,2024,FOB,2024-11-15,https://www.youtube.com/watch?v=jyYNsrDR9BQ,jyYNsrDR9BQ,7763,,,
TICC,GEORGIE,RAP BATTLE,Accapella,2024,FOB,2024-11-10,https://www.youtube.com/watch?v=mxTayKYnmQk,mxTayKYnmQk,2992,,,
LuckyLily & Sh@wdy Sh@f,Shizu & Morgana,Battle + Interview Feel Festival,On Beat,2024,DLTLLY,2024-11-10,https://www.youtube.com/watch?v=YeUReNWt9ho,YeUReNWt9ho,43536,,,
KIRUMA,TOKZ,RAP BATTLE,Accapella,2024,FOB,2024-11-08,https://www.youtube.com/watch?v=hRe2Ze0d9oY,hRe2Ze0d9oY,7019,,,
Moonshadow,Riesenlauch,  Proving Grounds,Accapella,2024,DLTLLY,2024-11-07,https://www.youtube.com/watch?v=4TPCafzSUg4,4TPCafzSUg4,7345,,,
Freestyle Turnier 3/7: Papi Schlauch,Yuah,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-11-05,https://www.youtube.com/watch?v=HMzkYuFqc-Q,HMzkYuFqc-Q,12105,,,
Cashisclay & 4Tune,Freezy & Vyrus,#ERROR!,Accapella,2024,DLTLLY,2024-11-03,https://www.youtube.com/watch?v=mmcJqPP9m8c,mmcJqPP9m8c,27873,,,
LAVAŞ,CUBSAOUI,RAP BATTLE,Accapella,2024,FOB,2024-11-03,https://www.youtube.com/watch?v=DiDEe5uvyaU,DiDEe5uvyaU,4327,,,
ZATO,HEYZEN,RAP BATTLE,Accapella,2024,FOB,2024-11-01,https://www.youtube.com/watch?v=Eu2QW0x-9A0,Eu2QW0x-9A0,2960,,,
Mattis & Sid,Aladin & Natali,2on2  Proving Grounds,Accapella,2024,DLTLLY,2024-10-31,https://www.youtube.com/watch?v=c05Xip_nkxM,c05Xip_nkxM,7091,,,
Freestyle Turnier 2/7: Nastic,Mighty P,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-10-29,https://www.youtube.com/watch?v=KYCo-Z656io,KYCo-Z656io,9401,,,
Oregano,Karanova,  Bday 11,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=OQVvKIQSGAc,OQVvKIQSGAc,41969,,,
Oregano,Karanova,Interview Bday 11,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=IYFcf4pRKCM,IYFcf4pRKCM,8401,,,
SHADYX,HOODOO,RAP BATTLE,Accapella,2024,FOB,2024-10-27,https://www.youtube.com/watch?v=BKtyaBhlrKk,BKtyaBhlrKk,2478,,,
BURST & T-WAY,DER SERGEANT & EZRA,RAP BATTLE,Accapella,2024,FOB,2024-10-25,https://www.youtube.com/watch?v=8kr6kd2gUkI,8kr6kd2gUkI,3989,,,
Der Sergeant,Capco Jones,  Proving Grounds,Accapella,2024,DLTLLY,2024-10-24,https://www.youtube.com/watch?v=VxEGTR28vXE,VxEGTR28vXE,9085,,,
