Name #1,Name #2,Event,Location,Stadt,Type,Year,Channel,Uploaded,URL,Views,ID,hidden,Processed
Capco Jonnes,Riesenlauch,,,,Accapella,2025,DLTLLY,2025-09-07,https://www.youtube.com/watch?v=nKZSBk5adnI,10150,nKZSBk5adnI,  Freiburg,
RIMA,MANEK,,,,Accapella,2025,FOB,2025-09-07,https://www.youtube.com/watch?v=Wn_Tm08TPlo,2810,Wn_Tm08TPlo,RAP BATTLE,
FAIVEL,YUNA L,,,,Accapella,2025,FOB,2025-09-05,https://www.youtube.com/watch?v=J0nUHgX5410,6168,J0nUHgX5410,RAP BATTLE,
Bdad,Kato,,,,Accapella,2025,DLTLLY,2025-08-31,https://www.youtube.com/watch?v=BaWlVU_CqR0,8405,BaWlVU_CqR0,Interview Event Name oder Stadt,
BAULT,SILVER,,,,Accapella,2025,FOB,2025-08-31,https://www.youtube.com/watch?v=SzXSJYcHl80,3097,SzXSJYcHl80,RAP BATTLE,
Bdad,Kato,,,,Accapella,2025,DLTLLY,2025-08-30,https://www.youtube.com/watch?v=GpW1688ARg0,45744,GpW1688ARg0,  Freiburg,
JIZI,KEULE257,,,,Accapella,2025,FOB,2025-08-29,https://www.youtube.com/watch?v=PlRe0-7MdtE,22617,PlRe0-7MdtE,RAP BATTLE,
BanDan,Aladin,,,,Accapella,2025,DLTLLY,2025-08-28,https://www.youtube.com/watch?v=MmlbdfDGL_M,5619,MmlbdfDGL_M,  Wien,
L-SUPREMA,LYT,,,,Accapella,2025,FOB,2025-08-24,https://www.youtube.com/watch?v=f4lsqfYo37M,3434,f4lsqfYo37M,RAP BATTLE,
Shortworth,Ryko-J,,,,Accapella,2025,DLTLLY,2025-08-24,https://www.youtube.com/watch?v=smdHGVGCCF0,28542,smdHGVGCCF0,  Freiburg,
LIUZ,DESPO,,,,Accapella,2025,FOB,2025-08-22,https://www.youtube.com/watch?v=22XkM2AtGc4,5463,22XkM2AtGc4,RAP BATTLE,
Frax One,Danny Deadweight,,,,Accapella,2025,DLTLLY,2025-08-21,https://www.youtube.com/watch?v=8DkFnov9Fow,5273,8DkFnov9Fow,  Proving Grounds,
Notyzze,Yuah,,,,Accapella,2025,DLTLLY,2025-08-20,https://www.youtube.com/watch?v=rPs1RarY43I,10761,rPs1RarY43I,Freestyle Battle NRWeekend 8,
Duff,MC Geuner,,,,Accapella,2025,DLTLLY,2025-08-19,https://www.youtube.com/watch?v=A8B7NIVqUlg,18968,A8B7NIVqUlg,  Freiburg,
TRIPLE,RALLE,,,,Accapella,2025,FOB,2025-08-17,https://www.youtube.com/watch?v=VlMReN-CMX0,2899,VlMReN-CMX0,RAP BATTLE,
Wolff,Hiding John,,,,Accapella,2025,DLTLLY,2025-08-17,https://www.youtube.com/watch?v=p46mDmjoHfg,57023,p46mDmjoHfg,Title Contender Match Freiburg,
TICC,ROOL,,,,Accapella,2025,FOB,2025-08-15,https://www.youtube.com/watch?v=NyoxA5ATQ3w,3912,NyoxA5ATQ3w,RAP BATTLE,
TRACY,MZUDEMK,,,,Accapella,2025,FOB,2025-08-10,https://www.youtube.com/watch?v=QyQ2poDBDYM,11371,QyQ2poDBDYM,GAME CHANGER VIERTELFINALE,
AMS,JÄL,,,,Accapella,2025,FOB,2025-08-09,https://www.youtube.com/watch?v=eZLTR2OLG7M,8915,eZLTR2OLG7M,GAME CHANGER VIERTELFINALE,
ENYO,DER SANDMANN,,,,Accapella,2025,FOB,2025-08-08,https://www.youtube.com/watch?v=IWWtO2HfY8g,8145,IWWtO2HfY8g,GAME CHANGER VIERTELFINALE,
H1,VON FELIX,,,,Accapella,2025,FOB,2025-08-05,https://www.youtube.com/watch?v=r5JmVhtUvho,10752,r5JmVhtUvho,GAME CHANGER VIERTELFINALE,
REQUIEM,VYRUS,,,,Accapella,2025,FOB,2025-08-01,https://www.youtube.com/watch?v=1RahrZ7_-48,18294,1RahrZ7_-48,RAP BATTLE,
YUAH,ILHAN,,,,Accapella,2025,FOB,2025-07-25,https://www.youtube.com/watch?v=_CDt4MYPi9w,10875,_CDt4MYPi9w,RAP BATTLE,
STEEL,MORGANA,,,,On Beat,2025,FOB,2025-07-18,https://www.youtube.com/watch?v=nFIMoUOATCw,21004,nFIMoUOATCw,ON BEAT TITLE MATCH,
KIRUMA,WOLFF,,,,Accapella,2025,FOB,2025-07-11,https://www.youtube.com/watch?v=cpaSwgCqRaU,51712,cpaSwgCqRaU,RAP BATTLE,
RIESENLAUCH,PALEIACCI,,,,Accapella,2025,FOB,2025-07-06,https://www.youtube.com/watch?v=PFt4LwqBAsU,7533,PFt4LwqBAsU,RAP BATTLE,
NATALI,SNAKEHEADRHYME,,,,Accapella,2025,FOB,2025-07-04,https://www.youtube.com/watch?v=-8W4n_PWzAA,12431,-8W4n_PWzAA,RAP BATTLE,
JOSEPH STEINSCHLEUDER,HARLEM T,,,,Accapella,2025,FOB,2025-06-27,https://www.youtube.com/watch?v=j6NgJDz5Pac,29228,j6NgJDz5Pac,RAP BATTLE,
Jilly,SIC68,,,,Accapella,2025,DLTLLY,2025-06-24,https://www.youtube.com/watch?v=uE5ThbpbSck,5819,uE5ThbpbSck,  Proving Grounds,
Despo,Shorteh Taunton,,,,On Beat,2025,DLTLLY,2025-06-23,https://www.youtube.com/watch?v=9btj3F3T-oo,6608,9btj3F3T-oo,   Only,
Faivel,Mellow,,,,Accapella,2025,DLTLLY,2025-06-22,https://www.youtube.com/watch?v=tCdymUD7qjk,9090,tCdymUD7qjk,  WIEN,
