Name #1,Name #2,Event,Type,Year,Channel,Uploaded,URL,ID,Views,Location,Stadt,Event 2
Bdad,Shizu,  Bday 12,Accapella,2025,DLTLLY,2025-10-26,https://www.youtube.com/watch?v=J0qDMBdgcGM,J0qDMBdgcGM,920,,,
MECHTHILD,TRIPLE,RAP BATTLE,Accapella,2025,FOB,2025-10-24,https://www.youtube.com/watch?v=5XXhcodxypE,5XXhcodxypE,1294,,,
Leyla Lamour & Liuz,Ano-Nym & Grave40,  Splash Festival 2025,On Beat,2025,DLTLLY,2025-10-21,https://www.youtube.com/watch?v=B2Lew8ozYmY,B2Lew8ozYmY,9172,,,
Yuah & LuckyLily,Gerro & Tokz,  Splash! Festival,On Beat,2025,DLTLLY,2025-10-19,https://www.youtube.com/watch?v=RwBm7UZ77zI,RwBm7UZ77zI,10112,,,
ADY ASADICT,EMSTACC,RAP BATTLE,Accapella,2025,FOB,2025-10-17,https://www.youtube.com/watch?v=P4rUdIq44Go,P4rUdIq44Go,1964,,,
Mordrake,Despo,  Taped!,On Beat,2025,DLTLLY,2025-10-16,https://www.youtube.com/watch?v=SsMrGSWEH3k,SsMrGSWEH3k,6047,,,
Ano-Nym,Vyrus,INTERVIEW 12th Bday,Accapella,2025,DLTLLY,2025-10-12,https://www.youtube.com/watch?v=9TFVhqPyL68,9TFVhqPyL68,9783,,,
Ano-Nym,Vyrus,TITLE CONTENDERMATCH 12th Bday,On Beat,2025,DLTLLY,2025-10-12,https://www.youtube.com/watch?v=-z0hxHuJbOc,-z0hxHuJbOc,41770,,,
FYNN,DYAS,RAP BATTLE,Accapella,2025,FOB,2025-10-10,https://www.youtube.com/watch?v=N7Esy4XcFy0,N7Esy4XcFy0,3036,,,
MAC,FÄNNO,RAP BATTLE,Accapella,2025,FOB,2025-10-05,https://www.youtube.com/watch?v=wJEEjaUDmU0,wJEEjaUDmU0,2367,,,
Dizaster,Gemin1,  Berlin,Accapella,2025,DLTLLY,2025-10-05,https://www.youtube.com/watch?v=ENLOY68s_Uc,ENLOY68s_Uc,31930,,,
Dizaster,Gemin1,INTERVIEW  Berlin 12th Birthday Event,Accapella,2025,DLTLLY,2025-10-05,https://www.youtube.com/watch?v=rg4vAZ-6uzs,rg4vAZ-6uzs,4022,,,
BAULT,SA7VA,RAP BATTLE,Accapella,2025,FOB,2025-10-03,https://www.youtube.com/watch?v=4986AsKH2yY,4986AsKH2yY,3257,,,
BlaDesa,Calli,INTERVIEW Tapefabrik,Accapella,2025,DLTLLY,2025-09-30,https://www.youtube.com/watch?v=oWDx4eWUlvI,oWDx4eWUlvI,1764,,,
BlaDesa,Calli,  Tapefabrik,Accapella,2025,DLTLLY,2025-09-30,https://www.youtube.com/watch?v=rUTpW0OuRUQ,rUTpW0OuRUQ,12515,,,
Kato & Ryko J,CashisClay & 4Tune,  Splash 2025!,Accapella,2025,DLTLLY,2025-09-28,https://www.youtube.com/watch?v=rRlHL7A6GsY,rRlHL7A6GsY,16511,,,
TOBO,JAVAS,RAP BATTLE,Accapella,2025,FOB,2025-09-26,https://www.youtube.com/watch?v=aS2dhmR_Q9U,aS2dhmR_Q9U,3008,,,
Lara Soft,Freezy,  Taped!,Accapella,2025,DLTLLY,2025-09-23,https://www.youtube.com/watch?v=_luCDi3t-3w,_luCDi3t-3w,14136,,,
Fate & Sh@wdy Sh@f,Cashus K & Mazzikaner,  Feel,Accapella,2025,DLTLLY,2025-09-21,https://www.youtube.com/watch?v=r794ZPxMINc,r794ZPxMINc,22472,,,
TOMMY GUN,T-WAY,RAP BATTLE,Accapella,2025,FOB,2025-09-19,https://www.youtube.com/watch?v=w61w1samU4k,w61w1samU4k,4107,,,
Jepain,Papa TR,  Freiburg,Accapella,2025,DLTLLY,2025-09-14,https://www.youtube.com/watch?v=Q8hyICBnNQI,Q8hyICBnNQI,11481,,,
MUSIO,TOLLSCHOCK,RAP BATTLE,Accapella,2025,FOB,2025-09-12,https://www.youtube.com/watch?v=XjPwbYieUQs,XjPwbYieUQs,7552,,,
RIMA,MANEK,RAP BATTLE,Accapella,2025,FOB,2025-09-07,https://www.youtube.com/watch?v=Wn_Tm08TPlo,Wn_Tm08TPlo,3686,,,
Capco Jonnes,Riesenlauch,  Freiburg,Accapella,2025,DLTLLY,2025-09-07,https://www.youtube.com/watch?v=nKZSBk5adnI,nKZSBk5adnI,13416,,,
FAIVEL,YUNA L,RAP BATTLE,Accapella,2025,FOB,2025-09-05,https://www.youtube.com/watch?v=J0nUHgX5410,J0nUHgX5410,9233,,,
BAULT,SILVER,RAP BATTLE,Accapella,2025,FOB,2025-08-31,https://www.youtube.com/watch?v=SzXSJYcHl80,SzXSJYcHl80,3735,,,
Bdad,Kato,Interview Event Name oder Stadt,Accapella,2025,DLTLLY,2025-08-31,https://www.youtube.com/watch?v=BaWlVU_CqR0,BaWlVU_CqR0,9083,,,
Bdad,Kato,  Freiburg,Accapella,2025,DLTLLY,2025-08-30,https://www.youtube.com/watch?v=GpW1688ARg0,GpW1688ARg0,60687,,,
JIZI,KEULE257,RAP BATTLE,Accapella,2025,FOB,2025-08-29,https://www.youtube.com/watch?v=PlRe0-7MdtE,PlRe0-7MdtE,29205,,,
BanDan,Aladin,  Wien,Accapella,2025,DLTLLY,2025-08-28,https://www.youtube.com/watch?v=MmlbdfDGL_M,MmlbdfDGL_M,6807,,,
L-SUPREMA,LYT,RAP BATTLE,Accapella,2025,FOB,2025-08-24,https://www.youtube.com/watch?v=f4lsqfYo37M,f4lsqfYo37M,3724,,,
Shortworth,Ryko-J,  Freiburg,Accapella,2025,DLTLLY,2025-08-24,https://www.youtube.com/watch?v=smdHGVGCCF0,smdHGVGCCF0,33295,,,
LIUZ,DESPO,RAP BATTLE,Accapella,2025,FOB,2025-08-22,https://www.youtube.com/watch?v=22XkM2AtGc4,22XkM2AtGc4,5831,,,
