Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
FREEZY,DADDA,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-23,0
Moonshadow,Mattis,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-23,651
Kato,Neilz - Title-Match 6,AfterMatch - der Battlerap-Podcast - Folge 4,Accapella,2024,DLTLLY,2024-02-22,2272
The Saurus,Quill,  DISSember #7,Accapella,2024,DLTLLY,2024-02-18,8876
Sid,Nova,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-16,6078
Joe Pharo,Fate,  DISSember #7,Accapella,2024,DLTLLY,2024-02-11,20074
Clockwork,Sachma,  Proving Grounds,Accapella,2024,DLTLLY,2024-02-09,6897
KOOZY,MAN IN BLACK,ON BEAT BATTLE,On Beat,2024,FOB,2024-02-09,7490
Kato,Neilz,🏆 TITLE MATCH 🏆,Accapella,2024,DLTLLY,2024-02-04,56844
VYRUS,STEEL,ON BEAT TITLEMATCH,On Beat,2024,FOB,2024-02-02,27805
Yarambo,Karma,  Hamburg,Accapella,2024,DLTLLY,2024-01-28,45295
FAITH MC,ROLLING G,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-27,5848
CapcoJones,Cristosaurus Rex,  Proving Grounds,Accapella,2024,DLTLLY,2024-01-26,8342
ROOL,DAVID ARDOR,NEWCOMER BATTLE,Accapella,2024,FOB,2024-01-21,2168
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-19,5780
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024,FOB,2024-01-12,13989
Holu,Moody,Battle,Accapella,2023,Unknown,2024-01-06,5470
BURST & T-WAY,LEANDERS & DESPO,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-05,8782
KRISO,ILYA FLOYD,NEWCOMER BATTLE,Accapella,2023,FOB,2023-12-31,3332
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-31,55844
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,Unknown,2023-12-30,14337
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,30120
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,6599
Kane,David Ardor,Battle,Accapella,2023,Unknown,2023-12-23,3117
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,4903
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-17,17963
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,48876
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,9078
KARKOBI,MOODY,ACAPELLA BATTLE,Accapella,2024,FOB,2023-12-17,13453
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,3613
KahVauWeh,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4277
KvW,Jilly,Battle,Accapella,2023,Unknown,2023-12-09,4246
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,6004
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,29271
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3443
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,9276
NASTIC,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-19,53666
JEPAIN,CELUNE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-16,7732
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,6662
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,8527
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,9361
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,5322
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2430
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,5209
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3115
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,11302
Jeystone,Karanova,Battle,Accapella,2023,Unknown,2023-10-14,14399
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,12090
Flashus Christus,Béla Garbage,Battle,Accapella,2023,Unknown,2023-10-07,5406
ShadyX,David Ardor,Battle,Accapella,2023,Unknown,2023-09-30,3823
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,4022
DEZ,MC Rabiat,Battle,Accapella,2023,Unknown,2023-09-23,5261
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,23355
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,12217
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5527
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8801
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5311
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,17554
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2572
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,44068
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4201
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4651
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2710
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1774
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3247
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3905
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2780
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,4353
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,52623
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,106001
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3462
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2342
Kiruma,Jeystone,Battle,Accapella,2023,Unknown,2023-06-24,23420
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,5255
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,53099
Julo,SnakeHeadRhyme,Battle,Accapella,2023,Unknown,2023-06-17,12697
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5638
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,33423
FreeKno,LevRudi,Battle,Accapella,2023,Unknown,2023-06-10,10956
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,25831
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,30816
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,24071
