Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Wenzel Washington,Davis,  Wien,Accapella,2023,DLTLLY,2023-11-16,11054
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,5587
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,7285
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,7692
Pablo,Mordrake,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,12365
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-11-07,24791
Mavgic,Notyzze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,62320
Notyzze,Pablo,München,On Beat,2023,DLTLLY,2023-11-07,27429
Tokz,Tisos,Match,On Beat,2023,DLTLLY,2023-11-07,11229
Kid Soldier,Krom,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,20462
Shizu,Mave,  splash! 25,Accapella,2023,DLTLLY,2023-11-07,17601
Bong Teggy,Davie Jones, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,130940
Krom,Craze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,35986
Cris Kotzen & Escape,Vyrus & Freezy,2on2   splash! 25,On Beat,2023,DLTLLY,2023-11-07,33358
Aytee,Phasenkind,München,On Beat,2023,DLTLLY,2023-11-07,141540
Lyrico,Tobi High,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,35823
Phasenkind,Vyrus,Battle,On Beat,2023,DLTLLY,2023-11-07,56473
Dizzepticon,Koozy,NRWeekend 5,On Beat,2023,DLTLLY,2023-11-07,19863
Aytee,Galv,Berlin 9th Birthday,On Beat,2023,DLTLLY,2023-11-07,40448
Falki,Davie Jones,München,On Beat,2023,DLTLLY,2023-11-07,54392
Karanova,BanDan,DISSember 6,On Beat,2023,DLTLLY,2023-11-07,20876
N'antinein,Bahamakarma,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,17321
Joseph Steinschleuder,Steel,Düsseldorf,On Beat,2023,DLTLLY,2023-11-07,35539
Ssynic,Craze,  B-Day #10,Accapella,2023,DLTLLY,2023-11-06,108286
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,4855
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2381
Yarambo,JollyJay,  B-Day #10,Accapella,2023,DLTLLY,2023-10-29,70449
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,4992
Kato,Bong Teggy,  B-Day #10,Accapella,2023,DLTLLY,2023-10-25,60145
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3019
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,10227
Karanova,Mc Geuner,  B-Day #10,Accapella,2023,DLTLLY,2023-10-15,32265
Jeystone,Karanova,Battle,Accapella,2023,DUDL,2023-10-14,13583
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,10739
Mighty P,Karma,  B-Day #10,Accapella,2023,DLTLLY,2023-10-08,23086
Flashus Christus,Béla Garbage,Battle,Accapella,2023,DUDL,2023-10-07,5256
ShadyX,David Ardor,Battle,Accapella,2023,DUDL,2023-09-30,3716
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,3863
DEZ,MC Rabiat,Battle,Accapella,2023,DUDL,2023-09-23,4995
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,20153
Wolff,Requiem,  München,Accapella,2023,DLTLLY,2023-09-15,35952
Mc Geuner,Snakeheadrhyme,  München,Accapella,2023,DLTLLY,2023-09-15,29026
Tobi High,Yarambo,  München,Accapella,2023,DLTLLY,2023-08-28,95441
T-Way,Julo,  München,Accapella,2023,DLTLLY,2023-08-21,21045
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,4886
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,3967
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4543
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2514
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5076
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,40531
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8267
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,16860
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,11352
Joseph Steinschleuder,Shizu,  München,Accapella,2023,DLTLLY,2023-08-01,30651
Kato,Meidi,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-31,124481
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2638
Craze,Karanova,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-25,60587
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1739
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3002
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3631
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2722
Karkobi,Hiding John,MAYhem #6,Accapella,2023,DLTLLY,2023-07-14,56587
Kid Soldier,Hansen,MAYhem #6,Accapella,2023,DLTLLY,2023-07-09,53395
Zeuge,Joseph Steinschleuder,MAYhem #6,Accapella,2023,DLTLLY,2023-07-08,37344
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,48124
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,3917
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-03,100913
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3040
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2308
Rolling G,Jeystone,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-25,17654
Kiruma,Jeystone,Battle,Accapella,2023,DUDL,2023-06-24,22467
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,4921
Rolling G,Jeystone,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-21,17703
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,51673
Julo,SnakeHeadRhyme,Battle,Accapella,2023,DUDL,2023-06-17,12514
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5031
FreeKno,LevRudi,Battle,Accapella,2023,DUDL,2023-06-10,10720
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,29596
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2657
XtraHerb,Trunkenbold,Battle,Accapella,2023,DUDL,2023-06-03,8253
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-02,32978
MC Janosch,Quasi Infamous,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-31,16368
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),5 GEGEN NATIF,Accapella,2023,FOB,2023-05-31,5972
Bronko Banano,Young Kennedy,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-31,9328
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-31,23494
Nio,Vesso,Battle,Accapella,2023,DUDL,2023-05-27,6307
S-Staticx,Rebellion,Battle,Accapella,2023,DUDL,2023-05-20,5677
DADDA,P-HAZE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-19,3887
Yarambo,Craze,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-16,86272
Celune,Wenzel Washington,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-16,20828
Joseph Steinschleuder,Requiem,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-16,31017
JANAUND,PESC,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-12,4937
Valik,Davis,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-11,12444
Neilz,Tobi High,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-11,53978
MOODY,NEOS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-07,2811
CLOUDSURFER,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-05-05,3006
DER SERGEANT,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-04-28,6021
MORGANA,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-21,16163
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-04-14,13201
Maka,Zeptah,NRWeekend 6,Accapella,2023,DLTLLY,2023-04-09,15549
Niza,Heinz87,Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-04-02,14936
S-Staticx,Der Sir (JollyJay),Proving Grounds Kontext Wiesbaden,Accapella,2023,DLTLLY,2023-03-31,9201
LUG SERIOUS,BANDAN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-29,3786
MEIDI,KATO,MAYhem 6 - PROVOKATION 1/6,Accapella,2023,DLTLLY,2023-03-27,21507
Aladin,Oregano,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-26,16274
HEYZEN,TECEY,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-23,2747
Mordrake,Faivel,Proving Grounds Wiesbaden,Accapella,2023,DLTLLY,2023-03-18,13559
PRYME,FINNASTIC,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,4349
FINNASTIC,VESSO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-17,2916
DADDA,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-15,4367
FREEZY & DESPO,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,11607
PHASENKIND,MC COLOGNE,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-14,1355
Krom,Shizu,Freestyle Halbfinale 2/2  Kassel,Accapella,2023,DLTLLY,2023-03-10,12686
JOSEPH STEINSCHLEUDER,KAIRUZO,ON BEAT BATTLE,On Beat,2023,FOB,2023-03-05,20827
Holu & Freekno,Joseph Steinschleuder & Triple Beat,2on2,Accapella,2023,DLTLLY,2023-02-28,34059
Gerro,Bilal,  Kassel,Accapella,2023,DLTLLY,2023-02-24,20107
Kiruma,LevRudi,Battle,Accapella,2022,DUDL,2023-02-04,20886
Neilz,Wolff,DISSember 6,Accapella,2023,DLTLLY,2023-02-02,48707
Julo,Kid Soldier,DISSember 6,Accapella,2023,DLTLLY,2023-01-30,40073
MC Rabiat,Morgana,Battle,Accapella,2022,DUDL,2023-01-28,5830
Kato,Robscure,🏆 TITLE MATCH 🏆,Accapella,2023,DLTLLY,2023-01-27,61213
Jindo109,Quasi,Battle,Accapella,2022,DUDL,2023-01-21,43780
Hiding John,MC Geuner,DISSember 6,Accapella,2023,DLTLLY,2023-01-14,47713
Jeystone,Vorstadtflokati,Battle,Accapella,2022,DUDL,2023-01-14,6386
Flashus Christus,Schlawin0r,Battle,Accapella,2022,DUDL,2023-01-07,6619
Mars B.,JollyJay,Kassel,Accapella,2023,DLTLLY,2023-01-06,91964
CRAZE,MURO (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,6098
YAAMANN,TOMMY2LATE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-01-02,2800
Duff,B-Dad,Kassel,Accapella,2022,DLTLLY,2022-12-24,24722
T-Way,Neilz,Kassel,Accapella,2022,DLTLLY,2022-12-22,42348
T-WAY,KOOZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-12-09,9081
TEACH,VESSO,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2278
ZEPTAH,NOAH263,FREESTYLE BATTLE,Accapella,2022,FOB,2022-12-04,2315
Shizu,Niza,Kassel,Accapella,2022,DLTLLY,2022-11-30,22160
Pulsar,Shaolum,Kassel,Accapella,2022,DLTLLY,2022-11-30,18154
MORGANA,DESPO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,5019
MC COLOGNE,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2635
LEONNN,CLOUDSURFER,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-28,2941
Papi Schlauch,Craze,  Stellwerk Hamburg,Accapella,2022,DLTLLY,2022-11-25,72873
DASCHA,NOTYZZE,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-20,12229
NOTYZZE,DIZZEPTICON,FREESTYLE BATTLE,Accapella,2022,FOB,2022-11-14,5946
KIRUMA,ZEPTAH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-04,14768
MC GEUNER,ROLLING G,ACAPELLA BATTLE,Accapella,2022,FOB,2022-11-03,35391
Mazzikaner,Requiem,Proving Grounds  Panke Berlin,Accapella,2022,DLTLLY,2022-11-03,15137
Joseph Steinschleuder,Hiding John,  Stellwerk Hamburg,Accapella,2022,DLTLLY,2022-11-03,40053
HEINZ87,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,7298
HOLU,MC RABIAT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-10-14,2208
CRAZE & PHILLIE.45,VYRUS & FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-10-14,64126
Julo,Joseph Steinschleuder,Battle,Accapella,2022,DUDL,2022-10-01,34226
T-WAY,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-28,4188
JOSEPH STEINSCHLEUDER,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,19972
TOLLSCHOCK,PESC,ACAPELLA BATTLE,Accapella,2022,FOB,2022-09-27,5565
Morgana,Kiruma,Battle,Accapella,2022,DUDL,2022-09-24,17040
MC Rabiat,Pulsar,Battle,Accapella,2022,DUDL,2022-09-17,5921
VYRUS,ZEPTAH,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-14,42075
DEZ,LevRudi,Battle,Accapella,2022,DUDL,2022-09-10,8410
Trunkenbold,Flashus Christus,Battle,Accapella,2022,DUDL,2022-09-03,7097
MORGANA,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-09-02,14323
PHASENKIND,LUG SERIOUS,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,8690
PHILLIE.45,BANDAN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,6124
FROZEN,FREEZY,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-30,3661
Jeystone,Jesazz K,Battle,Accapella,2022,DUDL,2022-08-27,8076
BURST,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-26,1862
REQUIEM,HEYZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-25,6404
SnakeHeadRhyme,D-Kay,Battle,Accapella,2022,DUDL,2022-08-20,10592
T-Way,Tobi High, Splash! Festival,On Beat,2022,DLTLLY,2022-08-19,21372
NOTYZZE,CRAZE  (BONUS BATTLE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,10739
VYRUS,JOLLE (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,4388
CRAZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2022,FOB,2022-08-18,5417
Vorstadtflokati,Latik,Battle,Accapella,2022,DUDL,2022-08-13,6234
STEEL,MC COLOGNE,ON BEAT BATTLE,On Beat,2022,FOB,2022-08-12,15335
Holu,Mazzikaner,Battle,Accapella,2022,DUDL,2022-08-06,5575
Julo,Cashus K.,Battle,Accapella,2022,DUDL,2022-07-30,8401
Alko,Bilal,Battle,Accapella,2022,DUDL,2022-07-23,10345
LevRudi,Jesazz K,Battle,Accapella,2022,DUDL,2022-07-16,10951
DOCMO,BEZEY,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,1098
NOTYZZE,PHASENKIND,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,5548
KOOZY,KAIRUZO,ON BEAT BATTLE,On Beat,2022,FOB,2022-07-14,11771
NOTYZZE,YAAMANN,FREESTYLE BATTLE,Accapella,2022,FOB,2022-07-14,7112
KALP ONE,FREEKNO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,3445
BARETTA,OREGANO,ACAPELLA BATTLE,Accapella,2022,FOB,2022-07-14,4441
Mars B.,Neilz,Backstage München,Accapella,2022,DLTLLY,2022-07-10,82101
Shizu,Tao,Backstage München,Accapella,2022,DLTLLY,2022-07-10,23808
Hiding John,Neilz,Battle,Accapella,2022,DUDL,2022-07-09,56566
MIKESH,SSYNIC,MAYhem #5,Accapella,2022,DLTLLY,2022-07-02,368518
McLuvin,GR8,Battle,Accapella,2022,DUDL,2022-07-02,9267
Robscure,Falki,MAYhem 5 Festsaal Kreuzberg,Accapella,2022,DLTLLY,2022-07-02,54034
ROBEAZY,M.F.L.,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-30,1872
Béla Garbage,Franz Flaute,Battle,Accapella,2022,DUDL,2022-06-25,9522
DASCHA,PATO G,FREESTYLE BATTLE,Accapella,2022,FOB,2022-06-24,2335
PESC,LEOQUENT,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-21,1719
MORGANA,TECEY,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-20,3380
Pablo2k,Jeystone,Battle,Accapella,2022,DUDL,2022-06-18,8477
OREGANO,FAIVEL,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-17,5511
ZinZity,Karanova,Battle,Accapella,2022,DUDL,2022-06-11,47923
LATIK,NIKA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-06-04,2604
Django,Zeuge,Battle,Accapella,2022,DUDL,2022-06-04,12203
NICK SHIT,EZRA,ACAPELLA BATTLE,Accapella,2022,FOB,2022-05-31,1437
Kiruma,BunGee,Battle,Accapella,2022,DUDL,2022-05-28,15910
ALKO,EMBA,ON BEAT BATTLE,On Beat,2022,FOB,2022-05-24,4349
Deytona,Maka,Spektakulum Düsseldorf,Accapella,2022,DLTLLY,2022-05-06,18541
Hiding John,Julo,Spektakulum Düsseldorf,Accapella,2022,DLTLLY,2022-05-06,42253
LITTLE SEDO,MALIK (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-28,1989
OREGANO,BUNNEE (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-22,2854
NICK SHIT,BARETTA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-15,1458
CRAZYO,M.F.L. (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-04-08,1801
PESC,LEOQUENT (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-25,1589
FROZEN,EZRA (NEWCOMER BATTLE),ACAPELLA BATTLE,Accapella,2022,FOB,2022-03-24,1619
BURST,A-RON,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-09,2641
ZEPTAH,PHILLIE.45,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5245
FREEZY,DESPO,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-04,5702
KAIRUZO,FROZEN,ON BEAT BATTLE,On Beat,2022,FOB,2022-02-02,3569
BANDAN,T-WAY,ON BEAT BATTLE,On Beat,2022,FOB,2022-01-31,4368
LATIK,TEACH,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-30,4635
TOLLSCHOCK,BURST,ACAPELLA BATTLE,Accapella,2022,FOB,2022-01-27,6164
Joseph Steinschleuder,Tobi High,Battle,Accapella,2021,DUDL,2022-01-08,53352
T-Way,Karanova,Battle,Accapella,2021,DUDL,2022-01-01,24665
Lug Serious,Zeuge,Battle,Accapella,2021,DUDL,2021-12-25,11508
MADAME CHAOT,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-12-23,17945
Craze,ZinZity,NRWeekend 5,Accapella,2021,DLTLLY,2021-12-19,122387
Khacoby,DeeLah,NRWeekend 5,Accapella,2021,DLTLLY,2021-12-19,44910
Mc Geuner,Phasenkind,NRWeekend 5,Accapella,2021,DLTLLY,2021-12-19,32838
Maka,Heinz87,NRWeekend 5,Accapella,2021,DLTLLY,2021-12-19,15930
Herr Sören,Holu,Battle,Accapella,2021,DUDL,2021-12-18,8948
Joe Pharo,Kid Soldier,Battle,Accapella,2021,DUDL,2021-12-11,34885
Wolff,MC Geuner,Battle,Accapella,2021,DUDL,2021-12-04,27226
Niza,Devasberg,NRWeekend 5,Accapella,2021,DLTLLY,2021-12-03,17374
Phasenkind,SnakeHeadRhyme,Battle,Accapella,2021,DUDL,2021-11-27,15198
Julo,Gerro,NRWeekend 5,Accapella,2021,DLTLLY,2021-11-21,27745
Latik,Julo,Battle,Accapella,2021,DUDL,2021-11-20,6437
EKHEAD,PESC,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3539
DEMUTRAS,REQUIEM,ACAPELLA BATTLE,Accapella,2021,FOB,2021-11-18,3022
Requiem,Malik,Battle,Accapella,2021,DUDL,2021-11-12,8064
Schlawin0r,Franciss,Battle,Accapella,2021,DUDL,2021-11-06,6681
MC Rabiat,P.S. Jiggy,Battle,Accapella,2021,DUDL,2021-10-29,9474
DESPO,MC COLOGNE,ON BEAT BATTLE,On Beat,2021,FOB,2021-10-24,2467
RALLE,DASCHA,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3773
MC GEUNER,JULO,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,16285
MUSIO,NATIF,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,7541
DESPO & LEANDERS,BANDAN & RINGELNATZ,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,6829
LATIK,TECEY,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,4411
LEANDERS,TEACH,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,5455
DESPO,DOCMO,ACAPELLA BATTLE,Accapella,2020,FOB,2021-10-24,3166
TRIPLE (TRIPLEBEAT),DASCHA,ACAPELLA BATTLE,Accapella,2021,FOB,2021-10-24,8629
Phasenkind,Ferry,Hidden Gems 2,Accapella,2021,DLTLLY,2021-06-13,13716
Karanova,YAMANN,STREET BATTLES 2021,Accapella,2021,DLTLLY,2021-03-07,13491
Falki,Phasenkind,Video Battle,On Beat,2021,DLTLLY,2021-02-07,31726
DOC,Gerro (aka RenetixX),Video Battle,On Beat,2021,DLTLLY,2021-02-07,10871
Wandelbarz,YAAMANN,Video Battle,On Beat,2021,DLTLLY,2021-02-07,17383
Khacoby,Peat,Video Battle,On Beat,2021,DLTLLY,2021-01-24,65151
Holu,Kairuzo,ExtraMatch,Accapella,2020,DLTLLY,2020-11-27,9142
Kato,N'antinein,B.Day#7,Accapella,2020,DLTLLY,2020-11-01,57454
DeeLah,Mars B.,B.Day#7,Accapella,2020,DLTLLY,2020-10-25,58790
Joe Pharo,Hiding John,B.Day#7,Accapella,2020,DLTLLY,2020-10-18,55700
Karma,Khacoby,B.Day#7,Accapella,2020,DLTLLY,2020-10-11,46615
Joseph Steinschleuder,Indoor Stan,Panke,Accapella,2020,DLTLLY,2020-10-04,48007
Brian Damage,Craze,Panke,Accapella,2020,DLTLLY,2020-09-27,42890
Steel,Karanova,Panke,Accapella,2020,DLTLLY,2020-09-13,19426
Bong Teggy,Robscure,Panke,Accapella,2020,DLTLLY,2020-08-16,52944
Vorstadtflokati,Shizu,Panke,Accapella,2020,DLTLLY,2020-08-14,9502
Kid Soldier,Hiding John,Panke,Accapella,2020,DLTLLY,2020-08-09,45148
Falk,Karanova,Virtual  Battle,On Beat,2020,DLTLLY,2020-08-02,21650
Phasenkind,Peat,Virtual  Battle,On Beat,2020,DLTLLY,2020-07-26,30170
Kato,Mr. Whyte,Fussball Battle,Accapella,2020,DLTLLY,2020-07-19,27908
Papi Schlauch,Master Marv,could not identify event,Accapella,2020,DLTLLY,2020-07-03,15153
Khacoby,Notyzze,Corona Battle Package,Accapella,2020,DLTLLY,2020-06-28,27489
Mars B.,BX,Corona Battle Package,Accapella,2020,DLTLLY,2020-06-26,11082
Craze,Burst,English 1 Rounder,Accapella,2020,DLTLLY,2020-06-23,6202
Falk,Ano-nym,OnlineBattle,Accapella,2020,DLTLLY,2020-06-21,51647
Zeptah,Gammel,OnlineBattle,Accapella,2020,DLTLLY,2020-06-14,9323
Sizyphos,Robscure,Online Battle,Accapella,2020,DLTLLY,2020-06-12,18001
Hiding John,A-Ron,Onlie Battle,Accapella,2020,DLTLLY,2020-06-09,12480
Proton,Craze,+ Accapella,On Beat,2020,DLTLLY,2020-06-07,20767
T-Way,Kid Soldier,Online Battle,Accapella,2020,DLTLLY,2020-05-31,14330
Pablo,Jolle,Online Battle,Accapella,2020,DLTLLY,2020-05-31,12759
Phasenkind,Karanova,OnlineBattle,Accapella,2020,DLTLLY,2020-05-24,25560
Proton,Notyzze,NRWeekend4,On Beat,2020,DLTLLY,2020-04-26,150332
