Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Heinz87 & Hiding John,Mazzikaner & Cashus K,  Hamburg,Accapella,2024,DLTLLY,2024-01-21,2150
FRAX ONE & DJANGO,NATALI & ALADIN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-19,3826
Celune,Sizyphos,  Hamburg,Accapella,2024,DLTLLY,2024-01-14,24711
JOSEPH STEINSCHLEUDER & ROMIK WRONG,ZEPTAH & ORPHXN,ON BEAT BATTLE,On Beat,2024,FOB,2024-01-12,10367
Faivel,Bilal,  Hamburg,Accapella,2024,DLTLLY,2024-01-07,11330
Holu,Moody,Battle,Accapella,2023,DUDL,2024-01-06,4772
Shizu,Morgana,  Hamburg,On Beat,2024,DLTLLY,2024-01-05,12770
BURST & T-WAY,LEANDERS & DESPO,ACAPELLA BATTLE,Accapella,2024,FOB,2024-01-05,8293
KRISO,ILYA FLOYD,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-31,3126
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-31,50607
Barbee & Flow,Fate & Joseph Steinschleuder,2on2  Wien,Accapella,2023,DLTLLY,2023-12-30,16859
Onkel Oktomusch,Jindo109,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,59033
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,DUDL,2023-12-30,13117
Notyzze,BanDan,  Wien,On Beat,2023,DLTLLY,2023-12-30,14215
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,27397
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,5937
Karkobi,Requiem,  Wien,Accapella,2023,DLTLLY,2023-12-24,25273
Kane,David Ardor,Battle,Accapella,2023,DUDL,2023-12-23,2961
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,4381
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-17,17032
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,8767
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,43624
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,3460
Liuz,Herr Kuchen,  Dortmund,Accapella,2023,DLTLLY,2023-12-10,38161
KvW,Jilly,Battle,Accapella,2023,DUDL,2023-12-09,4095
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-08,6305
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,5856
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,26680
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3337
Schalle,Shortworth,  Wien,Accapella,2023,DLTLLY,2023-11-24,11447
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,9017
