Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
KRISO,ILYA FLOYD,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-31,2212
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,DUDL,2023-12-30,9795
Notyzze,BanDan,  Wien,On Beat,2023,DLTLLY,2023-12-30,14151
Onkel Oktomusch,Jindo109,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,58574
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,16758
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,36150
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-30,6455
Karkobi,Requiem,  Wien,Accapella,2023,DLTLLY,2023-12-30,26248
Barbee & Flow,Fate & Joseph Steinschleuder,2on2  Wien,Accapella,2023,DLTLLY,2023-12-30,16656
Liuz,Herr Kuchen,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,35560
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,21015
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,4963
Karkobi,Requiem,  Wien,Accapella,2023,DLTLLY,2023-12-24,25273
Kane,David Ardor,Battle,Accapella,2023,DUDL,2023-12-23,2683
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,3477
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,8146
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,35755
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,3330
KvW,Jilly,Battle,Accapella,2023,DUDL,2023-12-09,3895
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-08,6305
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,5589
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,24320
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3255
Schalle,Shortworth,  Wien,Accapella,2023,DLTLLY,2023-11-24,11436
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,8625
Duff,Joe Pharo,  Dortmund,Accapella,2023,DLTLLY,2023-11-22,22653
NASTIC,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-19,25782
Grandmaster Flow,Kalp One,  Wien,Accapella,2023,DLTLLY,2023-11-16,7433
JEPAIN,CELUNE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-16,6461
Belial,Julo,  Dortmund,Accapella,2023,DLTLLY,2023-11-16,25827
Wenzel Washington,Davis,  Wien,Accapella,2023,DLTLLY,2023-11-16,11076
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,5820
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,7795
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,7836
Kid Soldier,Krom,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,20507
N'antinein,Bahamakarma,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,17344
Krom,Craze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,36026
Shizu,Mave,  splash! 25,Accapella,2023,DLTLLY,2023-11-07,17634
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-11-07,24855
Notyzze,Pablo,München,On Beat,2023,DLTLLY,2023-11-07,27453
Cris Kotzen & Escape,Vyrus & Freezy,2on2   splash! 25,On Beat,2023,DLTLLY,2023-11-07,33494
Bong Teggy,Davie Jones, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,131169
Mavgic,Notyzze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,62374
Tokz,Tisos,Match,On Beat,2023,DLTLLY,2023-11-07,11250
Joseph Steinschleuder,Steel,Düsseldorf,On Beat,2023,DLTLLY,2023-11-07,35750
Dizzepticon,Koozy,NRWeekend 5,On Beat,2023,DLTLLY,2023-11-07,19866
Aytee,Phasenkind,München,On Beat,2023,DLTLLY,2023-11-07,141694
Aytee,Galv,Berlin 9th Birthday,On Beat,2023,DLTLLY,2023-11-07,40503
Phasenkind,Vyrus,Battle,On Beat,2023,DLTLLY,2023-11-07,56522
Lyrico,Tobi High,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,35988
Karanova,BanDan,DISSember 6,On Beat,2023,DLTLLY,2023-11-07,20897
Falki,Davie Jones,München,On Beat,2023,DLTLLY,2023-11-07,54408
Pablo,Mordrake,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,12393
Ssynic,Craze,  B-Day #10,Accapella,2023,DLTLLY,2023-11-06,109114
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,4934
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2386
Yarambo,JollyJay,  B-Day #10,Accapella,2023,DLTLLY,2023-10-29,70888
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,5013
Kato,Bong Teggy,  B-Day #10,Accapella,2023,DLTLLY,2023-10-25,60421
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3027
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,10347
Karanova,Mc Geuner,  B-Day #10,Accapella,2023,DLTLLY,2023-10-15,32331
Jeystone,Karanova,Battle,Accapella,2023,DUDL,2023-10-14,13683
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,10895
Mighty P,Karma,  B-Day #10,Accapella,2023,DLTLLY,2023-10-08,23107
Flashus Christus,Béla Garbage,Battle,Accapella,2023,DUDL,2023-10-07,5277
ShadyX,David Ardor,Battle,Accapella,2023,DUDL,2023-09-30,3725
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,3869
DEZ,MC Rabiat,Battle,Accapella,2023,DUDL,2023-09-23,5072
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,20507
Mc Geuner,Snakeheadrhyme,  München,Accapella,2023,DLTLLY,2023-09-15,29073
Wolff,Requiem,  München,Accapella,2023,DLTLLY,2023-09-15,36128
Tobi High,Yarambo,  München,Accapella,2023,DLTLLY,2023-08-28,96335
T-Way,Julo,  München,Accapella,2023,DLTLLY,2023-08-21,21068
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2520
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,4016
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,4961
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4563
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,16948
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,11446
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5098
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8329
