Name #1,Name #2,Event,Type,Year,Channel,Uploaded,URL,ID,Views
PESC,FAIVEL,LEVEL UP TURNIER,Accapella,2024,FOB,2024-06-18,https://www.youtube.com/watch?v=EVKPjgMgfJg,EVKPjgMgfJg,3989
Kato & Yarambo,Joseph Steinschleuder & Sizyphos,2on2  NRWeekend,Accapella,2024,DLTLLY,2024-06-16,https://www.youtube.com/watch?v=4j1hDSpgsFw,4j1hDSpgsFw,53518
Kiruma,Karanova,D&amp;DL 🏆 Title-Match,Accapella,2024,DUDL,2024-06-16,https://www.youtube.com/watch?v=rv_yat0fWhE,rv_yat0fWhE,31079
Jeystone,N&#39;antinein,Battle,On Beat,2024,DUDL,2024-06-09,https://www.youtube.com/watch?v=IuwaIOsyTXs,IuwaIOsyTXs,5460
Liuz,T-Way,  NRWeekend,Accapella,2024,DLTLLY,2024-06-09,https://www.youtube.com/watch?v=J8bcbhLcKq8,J8bcbhLcKq8,17123
Ryko-J,Olio,  NRWeekend,Accapella,2024,DLTLLY,2024-06-07,https://www.youtube.com/watch?v=6oGgSiAVu4I,6oGgSiAVu4I,18772
Holu,Zeuge,Battle,Accapella,2024,DUDL,2024-06-02,https://www.youtube.com/watch?v=bf94Ffg-3F4,bf94Ffg-3F4,7243
Requiem,Fate,  NRWeekend,Accapella,2024,DLTLLY,2024-06-02,https://www.youtube.com/watch?v=OPSI5Jy-AVQ,OPSI5Jy-AVQ,19574
KATO,T-WAY,GAMING BARS RELOADED,Accapella,2024,FOB,2024-05-30,https://www.youtube.com/watch?v=nxx7jX1ylPc,nxx7jX1ylPc,10556
Franz Flaute,MC Rabiat,Battle,Accapella,2024,DUDL,2024-05-26,https://www.youtube.com/watch?v=ca_rG-4NbNw,ca_rG-4NbNw,4225
KRISO,CIZERO,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-26,https://www.youtube.com/watch?v=JZ87q10gvnM,JZ87q10gvnM,2687
DER SERGEANT,EZRA,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-26,https://www.youtube.com/watch?v=hp9kbzK2ugs,hp9kbzK2ugs,4288
PHILLIE.45,NASTIC (Freestyle als MAT),ON BEAT BATTLE,On Beat,2024,FOB,2024-05-24,https://www.youtube.com/watch?v=RzVabkX8At8,RzVabkX8At8,4110
Capco Jones,Schlawin0r,Battle,Accapella,2024,DUDL,2024-05-19,https://www.youtube.com/watch?v=-zVGbTf4cXQ,-zVGbTf4cXQ,3050
Pablo,Morgana,  Berlin,On Beat,2024,DLTLLY,2024-05-17,https://www.youtube.com/watch?v=wMIpuP755BM,wMIpuP755BM,15384
ILYA FLOYD,CRYSTAL MAX,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-16,https://www.youtube.com/watch?v=uTnZqyleXUo,uTnZqyleXUo,2758
JILLY,ROOL,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-16,https://www.youtube.com/watch?v=oy7yIMl1ZNA,oy7yIMl1ZNA,3190
MC GEUNER (SPECKTITTE MINO),RIPA,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-12,https://www.youtube.com/watch?v=6Fq9WuxhADc,6Fq9WuxhADc,3914
Georgie,Günti,Battle,Accapella,2024,DUDL,2024-05-12,https://www.youtube.com/watch?v=CvxlkVUxyCQ,CvxlkVUxyCQ,3649
MC Geuner,Bayze,  NRWeekend #7,Accapella,2024,DLTLLY,2024-05-12,https://www.youtube.com/watch?v=me9eYSwqDfM,me9eYSwqDfM,30589
LARA SOFT,FROZEN,ON BEAT BATTLE,On Beat,2024,FOB,2024-05-09,https://www.youtube.com/watch?v=hcwjr_srOXM,hcwjr_srOXM,9355
Notyzze,Tommy2Late,  Berlin,On Beat,2024,DLTLLY,2024-05-05,https://www.youtube.com/watch?v=DDBzGJrY2Ds,DDBzGJrY2Ds,27582
David Ardor,Jilly,Battle,Accapella,2024,DUDL,2024-05-05,https://www.youtube.com/watch?v=BxFo9Cnh4GI,BxFo9Cnh4GI,3026
Steel,Davie Jones,  Berlin,On Beat,2024,DLTLLY,2024-05-05,https://www.youtube.com/watch?v=uz5v_Bn_TzY,uz5v_Bn_TzY,21366
CSN GALACTICO,SIC68,ACAPELLA BATTLE,Accapella,2024,FOB,2024-05-03,https://www.youtube.com/watch?v=cUb4Sq_nyLo,cUb4Sq_nyLo,7260
Tobi High,Papa TR,  Berlin,On Beat,2024,DLTLLY,2024-04-28,https://www.youtube.com/watch?v=F5E_sF7XD7I,F5E_sF7XD7I,29556
HEYZEN,TOKZ,ON BEAT + ACAPELLA BATTLE,On Beat,2024,FOB,2024-04-25,https://www.youtube.com/watch?v=QboOw6vfu5Q,QboOw6vfu5Q,4834
TOLLSCHOCK,MALIK,ACAPELLA BATTLE,Accapella,2024,FOB,2024-04-21,https://www.youtube.com/watch?v=zH1kJVuX8QU,zH1kJVuX8QU,6011
Karanova,Bong Teggy,🏆 ON BEAT TITLE MATCH 🏆,On Beat,2024,DLTLLY,2024-04-21,https://www.youtube.com/watch?v=LN1Lv62vzbI,LN1Lv62vzbI,65455
DOC,Mordrake,  Berlin,On Beat,2024,DLTLLY,2024-04-19,https://www.youtube.com/watch?v=f-Cp3n-LCyw,f-Cp3n-LCyw,8442
MC GEUNER,BANDAN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-04-19,https://www.youtube.com/watch?v=8W6w_1IMHSQ,8W6w_1IMHSQ,11336
Yarambo,Karanova,  Kassel,Accapella,2024,DLTLLY,2024-04-14,https://www.youtube.com/watch?v=JWaIWpR7cuA,JWaIWpR7cuA,64531
FABS,DUFF,ACAPELLA BATTLE,Accapella,2024,FOB,2024-04-12,https://www.youtube.com/watch?v=PGneFiKoVf4,PGneFiKoVf4,15015
Zeptah,Tokz,  Berlin,On Beat,2024,DLTLLY,2024-04-07,https://www.youtube.com/watch?v=sGN8Hll0T3M,sGN8Hll0T3M,11344
Tobi High,Meidi,  Kassel,Accapella,2024,DLTLLY,2024-04-07,https://www.youtube.com/watch?v=SJ4P0J0u3o0,SJ4P0J0u3o0,73355
Aladin,Shorteh Taunton,  Berlin,On Beat,2024,DLTLLY,2024-04-05,https://www.youtube.com/watch?v=yf72pQ4T_ak,yf72pQ4T_ak,7936
MC Maik,Snakeheadrhyme,  Kassel,Accapella,2024,DLTLLY,2024-03-31,https://www.youtube.com/watch?v=meY3np8DlTQ,meY3np8DlTQ,20519
"LARA SOFT ""","."" M.F.L.",ON BEAT BATTLE,On Beat,2024,FOB,2024-03-31,https://www.youtube.com/watch?v=CZXKeqr26RQ,CZXKeqr26RQ,6796
Dadda,Lazlo Mxrphine,  Berlin,On Beat,2024,DLTLLY,2024-03-29,https://www.youtube.com/watch?v=xcw2vuJLPZs,xcw2vuJLPZs,66666
DANNY DEADWEIGHT,SKILLZ,ACAPELLA BATLLE,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=ehyGYTo24ro,ehyGYTo24ro,4420
FreeKno,Young Kennedy,  Kassel,Accapella,2024,DLTLLY,2024-03-24,https://www.youtube.com/watch?v=GPMI--gNB08,GPMI--gNB08,13808
SIZYPHOS,MOODY,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=QYrhse-D5VI,QYrhse-D5VI,22584
ONKEL FRÄNK,SHADYX,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=wfBBTAqUHis,wfBBTAqUHis,7281
CLOCKWORK,DADDA,LEVEL UP TURNIER,Accapella,2024,FOB,2024-03-24,https://www.youtube.com/watch?v=f2TI2M5UaXc,f2TI2M5UaXc,9155
JOSEPH STEINSCHLEUDER,MORGANA,ON BEAT BATTLE,On Beat,2024,FOB,2024-03-21,https://www.youtube.com/watch?v=fo8uzP3EIvw,fo8uzP3EIvw,13981
OREGANO,HIDING JOHN,ACAPELLA BATTLE,Accapella,2024,FOB,2024-03-18,https://www.youtube.com/watch?v=rAqwIxumi3s,rAqwIxumi3s,45283
Karma,Kiruma,NRWeekend 6,Accapella,2024,DLTLLY,2024-03-17,https://www.youtube.com/watch?v=3PCiOm1e0F8,3PCiOm1e0F8,48800
Zeuge,Niza,  Kassel,Accapella,2024,DLTLLY,2024-03-17,https://www.youtube.com/watch?v=j6S8n5bSC4k,j6S8n5bSC4k,20647
Der Sergeant,Diamond,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-15,https://www.youtube.com/watch?v=YdQh67kKjA0,YdQh67kKjA0,11880
PABLO,YAAMANN,ON BEAT BATTLE,On Beat,2024,FOB,2024-03-14,https://www.youtube.com/watch?v=AWCwWr_DDKI,AWCwWr_DDKI,8160
CSN Galactico,Nastic,  Proving Grounds,Accapella,2024,DLTLLY,2024-03-10,https://www.youtube.com/watch?v=jKHgj_RAMZA,jKHgj_RAMZA,17196
