Name #1,Name #2,Event,Type,Year,Channel,Uploaded,URL,ID,Views
Freestyle Turnier 3/7: Papi Schlauch,Yuah,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-11-05,https://www.youtube.com/watch?v=HMzkYuFqc-Q,HMzkYuFqc-Q,8041
LAVAŞ,CUBSAOUI,RAP BATTLE,Accapella,2024,FOB,2024-11-03,https://www.youtube.com/watch?v=DiDEe5uvyaU,DiDEe5uvyaU,3293
Cashisclay & 4Tune,Freezy & Vyrus,+ Interview Splash Festival 2024,Accapella,2024,DLTLLY,2024-11-03,https://www.youtube.com/watch?v=mmcJqPP9m8c,mmcJqPP9m8c,18318
ZATO,HEYZEN,RAP BATTLE,Accapella,2024,FOB,2024-11-01,https://www.youtube.com/watch?v=Eu2QW0x-9A0,Eu2QW0x-9A0,2535
Mattis & Sid,Aladin & Natali,2on2  Proving Grounds,Accapella,2024,DLTLLY,2024-10-31,https://www.youtube.com/watch?v=c05Xip_nkxM,c05Xip_nkxM,6291
Freestyle Turnier 2/7: Nastic,Mighty P,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-10-29,https://www.youtube.com/watch?v=KYCo-Z656io,KYCo-Z656io,7556
Oregano,Karanova,  Bday 11,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=OQVvKIQSGAc,OQVvKIQSGAc,35267
SHADYX,HOODOO,RAP BATTLE,Accapella,2024,FOB,2024-10-27,https://www.youtube.com/watch?v=BKtyaBhlrKk,BKtyaBhlrKk,2318
Oregano,Karanova,Interview Bday 11,Accapella,2024,DLTLLY,2024-10-27,https://www.youtube.com/watch?v=IYFcf4pRKCM,IYFcf4pRKCM,7973
BURST & T-WAY,DER SERGEANT & EZRA,RAP BATTLE,Accapella,2024,FOB,2024-10-25,https://www.youtube.com/watch?v=8kr6kd2gUkI,8kr6kd2gUkI,3726
Der Sergeant,Capco Jones,  Proving Grounds,Accapella,2024,DLTLLY,2024-10-24,https://www.youtube.com/watch?v=VxEGTR28vXE,VxEGTR28vXE,8621
Freestyle Turnier 1/7: Joseph Steinschleuder,N&#39;Antinein,Vorrunde B-DAY 11,Accapella,2024,DLTLLY,2024-10-22,https://www.youtube.com/watch?v=awJH7gu-mXo,awJH7gu-mXo,13943
Kid Soldier,Requiem,  BDay 11,Accapella,2024,DLTLLY,2024-10-20,https://www.youtube.com/watch?v=6Ef4eIXn3iI,6Ef4eIXn3iI,27231
Kid Soldier,Requiem,Interview BDay 11,Accapella,2024,DLTLLY,2024-10-20,https://www.youtube.com/watch?v=0Ps66ihY4P4,0Ps66ihY4P4,3561
JILLY,LUG,RAP BATTLE,Accapella,2024,FOB,2024-10-20,https://www.youtube.com/watch?v=H33I5G3bHdo,H33I5G3bHdo,2330
PALEIACCI,FAIVEL,RAP BATTLE,Accapella,2024,FOB,2024-10-18,https://www.youtube.com/watch?v=LCS1uMgU5no,LCS1uMgU5no,6220
CLOCKWORK,PALEIACCI,TEASER LEVEL UP FINALE,Accapella,2024,FOB,2024-10-16,https://www.youtube.com/watch?v=JCWqh80-yYQ,JCWqh80-yYQ,1757
CLOCKWORK,KRISO,RAP BATTLE,Accapella,2024,FOB,2024-10-13,https://www.youtube.com/watch?v=XPg7-YRYs-0,XPg7-YRYs-0,4989
Fate,Bayze,+ Interview Bday #11,Accapella,2024,DLTLLY,2024-10-13,https://www.youtube.com/watch?v=PO9Fv7MYRx4,PO9Fv7MYRx4,22787
FREEKNO,CELUNE,RAP BATTLE,Accapella,2024,FOB,2024-10-11,https://www.youtube.com/watch?v=XTbwRNMD4f8,XTbwRNMD4f8,13239
S-Staticx,Dascha,+ Interview Proving Grounds,Accapella,2024,DLTLLY,2024-10-10,https://www.youtube.com/watch?v=bw0R9iSxx30,bw0R9iSxx30,10535
SCHLAWIN0R,PESC,RAP BATTLE,Accapella,2024,FOB,2024-10-06,https://www.youtube.com/watch?v=pt4vLRUCPp4,pt4vLRUCPp4,4090
Yarambo,Mc Geuner,  München,Accapella,2024,DLTLLY,2024-10-06,https://www.youtube.com/watch?v=VUm9SSe15rA,VUm9SSe15rA,48553
Yarambo,Mc Geuner,Interview München,Accapella,2024,DLTLLY,2024-10-06,https://www.youtube.com/watch?v=dG-NXwKzz0I,dG-NXwKzz0I,5871
