Name #1,Name #2,Event,Type,Year,Channel,Uploaded,Views
Neilz,Kiruma,  Dortmund,Accapella,2023,DLTLLY,2023-12-31,3616
Karkobi,Requiem,  Wien,Accapella,2023,DLTLLY,2023-12-30,24881
Barbee & Flow,Fate & Joseph Steinschleuder,2on2  Wien,Accapella,2023,DLTLLY,2023-12-30,16074
Mc Geuner,T-Way,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,16511
Notyzze,BanDan,  Wien,On Beat,2023,DLTLLY,2023-12-30,13968
Liuz,Herr Kuchen,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,34973
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-30,6394
Onkel Oktomusch,Jindo109,  Dortmund,Accapella,2023,DLTLLY,2023-12-30,57152
Bilal,Joseph Steinschleuder,Battle,Accapella,2023,DUDL,2023-12-30,5284
LUCKYLILY & BAYZE,CRAZE & MOITZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-28,15818
MORGANA,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-26,4676
Kane,David Ardor,Battle,Accapella,2023,DUDL,2023-12-23,2538
CLOCKWORK,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-21,3359
SNAKEHEADRHYME,A-RON,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,7973
KIRUMA,HIDING JOHN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-17,32029
SHAOLUM,EZRA,ONE-ROUNDER,Accapella,2023,FOB,2023-12-10,3310
KvW,Jilly,Battle,Accapella,2023,DUDL,2023-12-09,3842
Flashus Christus,K9NE,  Wien,Accapella,2023,DLTLLY,2023-12-08,6305
FREEKNO,MORGANA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-12-08,5487
VYRUS,KARANOVA,ON BEAT BATTLE,On Beat,2023,FOB,2023-12-01,23718
MOODY,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-26,3240
Schalle,Shortworth,  Wien,Accapella,2023,DLTLLY,2023-11-24,11377
JOE PHARO,LITTLE SEDO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-24,8524
Duff,Joe Pharo,  Dortmund,Accapella,2023,DLTLLY,2023-11-22,22551
NASTIC,STEEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-19,23118
Grandmaster Flow,Kalp One,  Wien,Accapella,2023,DLTLLY,2023-11-16,7405
JEPAIN,CELUNE,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-16,6377
Belial,Julo,  Dortmund,Accapella,2023,DLTLLY,2023-11-16,25757
Wenzel Washington,Davis,  Wien,Accapella,2023,DLTLLY,2023-11-16,11060
BAYZE,M.F.L.,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-12,5679
KOOZY,ZEPTAH,ON BEAT BATTLE,On Beat,2023,FOB,2023-11-10,7739
LUCKYLILY,IKKS,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-10,7470
Aytee,Galv,Berlin 9th Birthday,On Beat,2023,DLTLLY,2023-11-07,40473
Joseph Steinschleuder,Steel,Düsseldorf,On Beat,2023,DLTLLY,2023-11-07,35626
Karanova,BanDan,DISSember 6,On Beat,2023,DLTLLY,2023-11-07,20883
Falki,Davie Jones,München,On Beat,2023,DLTLLY,2023-11-07,54397
N'antinein,Bahamakarma,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,17329
Dizzepticon,Koozy,NRWeekend 5,On Beat,2023,DLTLLY,2023-11-07,19862
Phasenkind,Vyrus,Battle,On Beat,2023,DLTLLY,2023-11-07,56482
Lyrico,Tobi High,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,35867
Aytee,Phasenkind,München,On Beat,2023,DLTLLY,2023-11-07,141589
Pablo,Mordrake,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,12370
Cris Kotzen & Escape,Vyrus & Freezy,2on2   splash! 25,On Beat,2023,DLTLLY,2023-11-07,33390
Mavgic,Notyzze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,62338
Notyzze,Pablo,München,On Beat,2023,DLTLLY,2023-11-07,27436
Tokz,Tisos,Match,On Beat,2023,DLTLLY,2023-11-07,11232
Kid Soldier,Krom,  splash! 25,On Beat,2023,DLTLLY,2023-11-07,20475
Shizu,Mave,  splash! 25,Accapella,2023,DLTLLY,2023-11-07,17613
Bong Teggy,Davie Jones, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,131007
Krom,Craze, Splash! Festival,On Beat,2023,DLTLLY,2023-11-07,36007
Ssynic,Craze,  B-Day #10,Accapella,2023,DLTLLY,2023-11-06,108542
SUZIE SUH,MALIK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-11-05,4871
Yarambo,JollyJay,  B-Day #10,Accapella,2023,DLTLLY,2023-10-29,70583
SIC68,LEOQUENT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-29,2383
TEACH,SHORTWORTH,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-27,4996
Kato,Bong Teggy,  B-Day #10,Accapella,2023,DLTLLY,2023-10-25,60211
M.F.L.,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-21,3020
DEELAH,DADDA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-20,10259
Karanova,Mc Geuner,  B-Day #10,Accapella,2023,DLTLLY,2023-10-15,32283
Jeystone,Karanova,Battle,Accapella,2023,DUDL,2023-10-14,13620
DIAMOND,NATALI,ACAPELLA BATTLE,Accapella,2023,FOB,2023-10-13,10794
Mighty P,Karma,  B-Day #10,Accapella,2023,DLTLLY,2023-10-08,23096
Flashus Christus,Béla Garbage,Battle,Accapella,2023,DUDL,2023-10-07,5261
ShadyX,David Ardor,Battle,Accapella,2023,DUDL,2023-09-30,3720
FAIVEL,MAZZIKANER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-09-24,3864
DEZ,MC Rabiat,Battle,Accapella,2023,DUDL,2023-09-23,5049
JOSEPH STEINSCHLEUDER,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-09-21,20280
Wolff,Requiem,  München,Accapella,2023,DLTLLY,2023-09-15,36001
Mc Geuner,Snakeheadrhyme,  München,Accapella,2023,DLTLLY,2023-09-15,29039
Tobi High,Yarambo,  München,Accapella,2023,DLTLLY,2023-08-28,95606
T-Way,Julo,  München,Accapella,2023,DLTLLY,2023-08-21,21046
VYRUS,KOOZY,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,11386
ROLLING G,ATROPATRAP,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,16900
NASTIC (FINNASTIC),CRIPSTA,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,4912
DER SERGEANT,MUSIO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,3985
FAIVEL,TRIPLE,MIXED MARTIAL BARS,Accapella,2023,FOB,2023-08-10,4548
REQUIEM,ALADIN,ON BEAT BATTLE,On Beat,2023,FOB,2023-08-10,5079
DAVIE JONES,KIRUMA,ACAPELLA BATTLE,Accapella,2023,FOB,2023-08-10,40677
NOTYZZE,PATO G (FINALE),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,8282
TEACH,DJANGO (BATTLE UM PLATZ 3),FREESTYLE BATTLE,Accapella,2023,FOB,2023-08-10,2516
Joseph Steinschleuder,Shizu,  München,Accapella,2023,DLTLLY,2023-08-01,30675
Kato,Meidi,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-31,124703
MALIK,JEPAIN,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-28,2641
Craze,Karanova,  MAYhem #6,Accapella,2023,DLTLLY,2023-07-25,60650
RIPA,CIZERO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-23,1739
DER SERGEANT,CLOCKWORK,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-21,3008
YOUNG KENNEDY,LIUZ,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-16,3639
Karkobi,Hiding John,MAYhem #6,Accapella,2023,DLTLLY,2023-07-14,56651
BARETTA,OLDBOY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-07-14,2721
Kid Soldier,Hansen,MAYhem #6,Accapella,2023,DLTLLY,2023-07-09,53427
Zeuge,Joseph Steinschleuder,MAYhem #6,Accapella,2023,DLTLLY,2023-07-08,37386
Jindo109,Liuz,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-07-07,48240
FINNASTIC,FAIVEL,ON BEAT BATTLE,On Beat,2023,FOB,2023-07-07,3939
Mavgic,Bong Teggy,🏆  Titlematch 🏆,On Beat,2023,DLTLLY,2023-07-02,101019
EZRA,TECEY,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,2309
MOODY,CSN GALACTICO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-30,3058
Rolling G,Jeystone,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-25,17654
Kiruma,Jeystone,Battle,Accapella,2023,DUDL,2023-06-24,22490
Rolling G,Jeystone,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-21,17709
LARA SOFT,MAT052,ON BEAT BATTLE,On Beat,2023,FOB,2023-06-21,4928
Mars,ZinZity,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-18,51704
Julo,SnakeHeadRhyme,Battle,Accapella,2023,DUDL,2023-06-17,12522
Bronko Banano,Young Kennedy,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-06-16,9336
Mc Geuner,DeeLah,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-11,32985
LUCKYLILY,CRAZYO,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-11,5103
FreeKno,LevRudi,Battle,Accapella,2023,DUDL,2023-06-10,10723
Swear Boss,Chaarlz,Bars von Chaarlz,On Beat,2023,DLTLLY,2023-06-09,24806
MC GEUNER,JOSEPH STEINSCHLEUDER,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-08,29661
THORA,NICK SHIT,ACAPELLA BATTLE,Accapella,2023,FOB,2023-06-04,2657
Jack Dragon,Duff,NRWeekend 6,Accapella,2023,DLTLLY,2023-06-04,23503
XtraHerb,Trunkenbold,Battle,Accapella,2023,DUDL,2023-06-03,8255
T-WAY & TOLLSCHOCK & BURST & EZRA & HEINZ87,NATIF (& YAAMANN),5 GEGEN NATIF,Accapella,2023,FOB,2023-05-31,5987
MC Janosch,Quasi Infamous,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-31,16389
Yarambo,Craze,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-28,86359
Nio,Vesso,Battle,Accapella,2023,DUDL,2023-05-27,6311
Celune,Wenzel Washington,Proving Grounds Berlin,Accapella,2023,DLTLLY,2023-05-26,20843
Joseph Steinschleuder,Requiem,NRWeekend 6,Accapella,2023,DLTLLY,2023-05-21,31077
